"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
DAVIS.T,20141222,850,0.000,,18.3,11.7,12.8,CY,N,0,,,15.6,12.8,1.015,76,,,
DAVIS.T,20141223,830,0.508,,18.9,6.7,8.9,F+,0,0,,,15.0,12.2,1.777,93,,,
DAVIS.T,20141224,840,0.508,,16.1,7.8,8.9,F+,SE,2,,,13.3,12.2,1.015,42,,,
DAVIS.T,20141225,830,0.000,,13.3,4.4,8.3,C,NW,4,,,10.6,12.2,1.777,115,,,
DAVIS.T,20141226,840,0.000,,13.3,5.0,7.2,C,NW,4,,,10.0,7.8,4.315,117,,,
DAVIS.T,20141227,830,0.000,,12.2,0.6,2.8,PC,0,0,,,10.0,7.2,3.553,108,,,
DAVIS.T,20141228,835,0.000,,14.4,1.1,3.3,C,0,0,,,10.6,6.7,0.761,112,,,
DAVIS.T,20141229,845,0.000,,9.4,2.2,5.6,F,0,0,,,10.0,7.2,1.269,46,,,
DAVIS.T,20141230,900,0.254,,12.2,0.6,5.0,C,N,8,,,8.9,7.2,3.046,117,,,
DAVIS.T,20141231,840,0.000,,12.8,0.0,4.4,C,NW,6,,,8.9,6.1,2.538,119,,,
DAVIS.T,20150101,840,0.000,,11.1,-1.1,1.7,C,0,0,,,8.9,5.6,5.838,115,,,
DAVIS.T,20150102,740,0.000,,11.7,-2.2,-1.7,C,0,0,,,7.8,5.6,1.269,114,,,
DAVIS.T,20150103,745,0.000,,12.8,-2.2,0.6,C,0,0,,,8.3,5.0,0.508,112,,,
DAVIS.T,20150104,835,0.000,,13.3,0.6,3.3,CY,0,0,,,8.9,5.0,1.269,91,,,
DAVIS.T,20150105,840,0.000,,15.0,0.0,2.8,PC,0,0,,,9.4,5.6,1.015,136,,,
DAVIS.T,20150106,805,0.000,,17.2,1.1,2.8,PC,NW,1,,,10.0,5.6,1.015,118,,,
DAVIS.T,20150107,830,0.000,,16.1,1.7,3.9,C,0,0,,,10.0,6.1,1.269,120,,,
DAVIS.T,20150108,745,0.000,,16.7,2.2,2.2,F+,0,0,,,16.1,6.1,1.777,92,,,
DAVIS.T,20150109,830,0.000,,13.9,1.7,7.2,CY,0,0,,,10.6,7.8,1.015,48,,,
DAVIS.T,20150110,820,0.000,,17.2,6.1,7.2,PC,0,0,,,12.2,8.3,0.761,95,,,
DAVIS.T,20150111,810,0.000,,18.3,5.0,6.7,HZ,0,0,,,12.8,8.9,1.269,109,,,
DAVIS.T,20150112,835,0.000,,17.8,1.7,6.1,F+,N,1,,,12.8,9.4,1.269,113,,,
DAVIS.T,20150113,755,0.000,,20.6,5.6,6.1,C,0,0,,,13.3,9.4,2.031,125,,,
DAVIS.T,20150114,835,0.000,,13.9,2.8,4.4,F,NW,2,,,12.2,9.4,2.031,91,,,
DAVIS.T,20150115,810,0.254,,13.9,2.2,2.8,F,0,0,,,11.7,8.9,1.523,79,,,
DAVIS.T,20150116,830,0.000,,10.6,3.3,6.7,F+,SE,3,,,11.1,8.3,1.015,36,,,
DAVIS.T,20150117,810,0.508,,12.2,5.0,7.2,CY,0,0,,,11.1,9.4,1.015,48,,,
DAVIS.T,20150118,820,0.000,,11.1,6.1,9.4,F+,SE,1,,,11.7,8.9,0.508,31,,,
DAVIS.T,20150119,820,0.000,,16.7,8.3,11.1,CY,0,0,,,11.7,10.6,0.000,99,,,
DAVIS.T,20150120,735,0.254,,13.9,5.0,6.1,CY,0,0,,,13.3,10.6,0.761,123,,,
DAVIS.T,20150121,835,0.254,,13.3,2.8,4.4,F+,0,0,,,12.2,9.4,1.777,109,,,
DAVIS.T,20150122,805,0.000,,12.8,2.8,6.7,CY,0,0,,,12.2,9.4,1.269,91,,,
DAVIS.T,20150123,840,0.254,,15.0,1.7,3.9,F+,0,0,,,11.7,8.9,1.523,115,,,
DAVIS.T,20150124,815,0.000,,12.8,4.4,7.2,F,0,0,,,12.8,8.3,2.031,110,,,
DAVIS.T,20150125,815,0.000,,16.1,5.0,6.1,F+,0,0,,,13.3,9.4,1.777,99,,,
DAVIS.T,20150126,815,0.000,,18.3,2.2,6.7,F,0,0,,,13.3,9.4,0.761,111,,,
DAVIS.T,20150127,715,0.254,,21.1,6.1,10.0,CY,0,0,,,14.4,9.4,1.015,55,,,
DAVIS.T,20150128,825,0.000,,21.1,4.4,7.2,PC,0,0,,,14.4,10.6,2.538,183,,,
DAVIS.T,20150129,825,0.000,,21.1,4.4,7.2,PC,0,0,,,15.0,10.6,2.538,142,,,
DAVIS.T,20150130,840,0.000,,21.7,4.4,8.9,C,0,0,,,15.0,10.6,1.523,147,,,
DAVIS.T,20150131,745,0.000,,22.2,9.4,12.8,C,N,4,,,15.6,10.6,3.807,157,,,
DAVIS.T,20150201,800,0.000,,18.9,2.2,3.9,F+,0,0,,,15.0,10.6,5.838,132,,,
DAVIS.T,20150202,840,0.000,,18.3,3.9,8.3,PC,0,0,,,15.0,10.6,3.046,115,,,
DAVIS.T,20150203,735,0.000,,20.6,7.2,7.8,CY,0,0,,,15.0,10.6,1.523,126,,,
DAVIS.T,20150204,845,0.000,,18.9,5.6,8.3,F,0,0,,,14.4,11.7,2.284,110,,,
DAVIS.T,20150205,835,0.000,,15.0,8.3,9.4,CY,SE,3,,,13.3,11.1,1.269,51,,,
DAVIS.T,20150206,2359,0.000,,16.1,11.1,13.9,R,S,0,,,13.3,11.7,1.269,14,,,
DAVIS.T,20150207,2359,48.47,,18.3,13.3,13.3,PC,SE,3,,,15.6,11.7,26.14,92,,,
DAVIS.T,20150208,820,1.777,,17.2,12.2,15.0,R,SE,2,,,15.0,12.8,1.269,32,,,
DAVIS.T,20150209,840,27.91,,19.4,12.8,13.9,PC,SE,2,,,16.1,13.3,4.822,156,,,
DAVIS.T,20150210,735,0.000,,17.2,6.7,8.3,PC,NW,2,,,13.9,11.7,3.046,151,,,
DAVIS.T,20150211,840,0.000,,18.3,4.4,7.8,PC,0,0,,,14.4,10.6,2.031,145,,,
DAVIS.T,20150212,830,0.000,,21.7,5.6,10.6,PC,0,0,,,15.0,10.0,1.777,169,,,
DAVIS.T,20150213,800,0.000,,22.2,6.1,7.8,PC,0,0,,,16.7,10.6,3.046,171,,,
DAVIS.T,20150214,815,0.000,,22.2,6.7,11.1,C,0,0,,,17.2,11.7,2.792,179,,,
DAVIS.T,20150215,810,0.000,,22.2,5.6,10.0,C,0,0,,,16.7,12.2,2.792,170,,,
DAVIS.T,20150216,815,0.000,,22.8,5.6,11.1,C,N,2,,,17.2,11.7,2.538,176,,,
DAVIS.T,20150217,800,0.000,,20.6,5.0,7.8,PC,0,0,,,17.8,12.2,2.284,180,,,
DAVIS.T,20150218,830,0.254,,21.1,5.0,8.3,F+,0,0,,,16.7,12.8,2.792,123,,,
DAVIS.T,20150219,740,0.254,,15.6,7.8,9.4,F+,0,0,,,15.6,13.3,1.015,69,,,
DAVIS.T,20150220,825,0.254,,21.1,9.4,11.1,PC,N,0,,,17.8,13.3,1.015,180,,,
DAVIS.T,20150221,815,0.000,,18.3,8.9,10.0,CY,N,0,,,18.3,13.3,4.315,174,,,
DAVIS.T,20150222,815,0.000,,17.2,6.7,10.6,C,N,6,,,16.1,13.3,4.569,194,,,
DAVIS.T,20150223,840,0.000,,16.1,4.4,9.4,C,NW,6,,,16.1,11.7,11.67,198,,,
DAVIS.T,20150224,745,0.000,,21.7,5.6,7.2,C,N,0,,,16.1,11.7,6.853,205,,,
DAVIS.T,20150225,850,0.000,,20.6,1.7,8.3,C,N,0,,,16.7,10.0,5.838,272,,,
DAVIS.T,20150226,829,0.000,,22.2,3.9,8.9,PC,0,0,,,16.7,11.1,2.284,186,,,
DAVIS.T,20150227,815,0.000,,21.7,6.1,12.2,C,0,0,,,17.8,11.7,5.584,193,,,
DAVIS.T,20150228,820,0.000,,16.1,7.2,9.4,PC,W,0,,,16.7,12.8,4.569,135,,,
DAVIS.T,20150301,815,0.000,,18.9,2.8,8.9,C,N,2,,,16.7,11.7,3.046,209,,,
DAVIS.T,20150302,840,0.000,,18.3,6.1,10.6,CY,SE,2,,,16.7,11.7,3.300,159,,,
DAVIS.T,20150303,800,0.000,,20.0,2.8,6.7,C,0,0,,,17.8,11.1,3.553,204,,,
DAVIS.T,20150304,845,0.000,,21.1,2.8,10.6,C,0,0,,,18.3,11.7,3.807,219,,,
DAVIS.T,20150305,845,0.000,,21.1,2.8,11.1,C,N,0,,,18.3,12.2,4.822,221,,,
DAVIS.T,20150306,845,0.000,,24.4,2.8,11.1,C,N,0,,,18.3,12.2,4.822,227,,,
DAVIS.T,20150307,815,0.000,,25.0,4.4,12.2,C,0,0,,,19.4,12.2,5.584,223,,,
DAVIS.T,20150308,820,0.000,,25.6,5.0,11.7,C,N,0,,,20.0,12.2,4.315,220,,,
DAVIS.T,20150309,840,0.000,,26.1,5.6,9.4,C,0,0,,,20.6,13.3,2.031,228,,,
DAVIS.T,20150310,745,0.000,,22.8,6.1,7.8,CY,0,0,,,19.4,13.9,4.822,147,,,
DAVIS.T,20150311,850,6.345,,18.9,7.8,21.7,CY,SE,2,,,19.4,15.6,3.807,135,,,
DAVIS.T,20150312,845,0.000,,21.1,8.3,13.9,PC,NW,4,,,18.9,15.6,2.031,220,,,
DAVIS.T,20150313,845,0.000,,25.6,8.9,12.2,PC,0,0,,,21.1,14.4,5.076,217,,,
DAVIS.T,20150314,820,0.000,,27.8,11.7,16.7,CY,0,0,,,22.2,14.4,4.822,182,,,
DAVIS.T,20150315,820,0.000,,24.4,12.8,20.0,PC,S,2,,,22.8,17.2,4.315,176,,,
DAVIS.T,20150316,755,0.000,,19.4,12.2,13.3,CY,NW,1,,,21.7,17.2,5.584,109,,,
DAVIS.T,20150317,810,0.000,,24.4,10.0,10.6,PC,0,0,,,19.4,17.2,3.046,237,,,
DAVIS.T,20150318,840,0.000,,24.4,8.3,12.8,PC,N,1,,,22.2,16.7,4.315,244,,,
DAVIS.T,20150319,840,0.000,,28.3,7.8,13.3,C,0,0,,,22.2,16.1,6.599,247,,,
DAVIS.T,20150320,850,0.000,,22.8,7.8,10.6,CY,0,0,,,20.6,15.6,5.584,160,,,
DAVIS.T,20150321,900,0.000,,24.4,8.9,20.0,PC,W,1,,,21.7,16.7,4.822,224,,,
DAVIS.T,20150322,2359,0.000,,21.1,12.2,17.2,PC,SW,1,,,22.2,16.1,5.330,222,,,
DAVIS.T,20150323,2359,0.254,,20.0,9.4,11.7,PC,SW,1,,,21.7,16.1,6.599,206,,,
DAVIS.T,20150324,900,0.254,,20.6,7.8,15.0,PC,SW,0,,,21.7,16.7,5.330,210,,,
DAVIS.T,20150325,800,0.000,,26.1,10.0,13.9,C,NW,1,,,21.7,16.7,2.284,259,,,
DAVIS.T,20150326,830,0.000,,28.3,8.3,12.8,C,0,0,,,23.9,16.7,6.091,258,,,
DAVIS.T,20150327,825,0.000,,28.9,11.1,18.3,C,N,1,,,23.9,16.7,4.061,191,,,
DAVIS.T,20150328,820,0.000,,27.8,8.3,16.7,PC,N,4,,,23.3,17.2,6.853,273,,,
DAVIS.T,20150329,800,0.000,,27.2,7.8,15.6,PC,N,1,,,23.3,17.2,7.614,277,,,
DAVIS.T,20150330,2359,0.000,,27.8,7.8,16.1,PC,NW,0,,,17.2,13.9,7.107,248,,,
DAVIS.T,20150331,2359,0.000,,23.3,8.9,,,,,,,17.2,14.4,6.091,260,,,
DAVIS.T,20150401,850,0.000,,21.7,3.9,15.0,PC,NW,4,,,21.7,16.7,7.107,265,,,
DAVIS.T,20150402,825,0.000,,21.7,11.1,12.8,C,NW,5,,,21.7,16.1,8.629,280,,,
DAVIS.T,20150403,810,0.000,,25.6,3.9,13.3,C,N,1,,,22.2,15.6,7.107,279,,,
DAVIS.T,20150404,900,0.000,,23.3,3.9,12.2,C,0,0,,,22.2,15.6,6.853,253,,,
DAVIS.T,20150405,900,0.000,,17.8,6.7,11.1,PC,W,3,,,19.4,15.6,6.599,195,,,
DAVIS.T,20150406,835,0.761,,18.3,1.7,10.0,PC,SE,2,,,19.4,13.9,3.553,237,,,
DAVIS.T,20150407,845,17.00,,15.6,3.9,8.9,CY,0,0,,,16.7,13.9,6.345,148,,,
DAVIS.T,20150408,850,2.538,,16.1,3.9,11.1,PC,0,0,,,16.1,12.2,2.538,229,,,
DAVIS.T,20150409,835,0.254,,21.1,2.8,11.7,PC,0,0,,,17.8,13.9,3.807,274,,,
DAVIS.T,20150410,835,0.000,,23.9,5.6,13.9,C,N,1,,,19.4,12.2,4.315,286,,,
DAVIS.T,20150411,830,0.000,,25.0,7.2,15.0,PC,N,1,,,20.6,13.3,5.838,266,,,
DAVIS.T,20150412,820,0.000,,27.8,8.3,17.2,C,N,4,,,22.2,14.4,5.584,300,,,
DAVIS.T,20150413,845,0.000,,26.7,9.4,,,S,1,,,23.3,15.6,6.599,291,,,
DAVIS.T,20150414,845,0.000,,19.4,3.3,12.8,C,N,4,,,22.2,16.7,9.391,306,,,
DAVIS.T,20150415,850,0.000,,24.4,8.9,15.0,C,NW,5,,,22.2,16.1,10.15,303,,,
DAVIS.T,20150416,2359,0.000,,27.2,11.7,17.8,C,NW,4,,,20.6,17.2,11.92,311,,,
DAVIS.T,20150417,2359,0.000,,30.6,6.1,,,,,,,20.6,17.2,5.330,309,,,
DAVIS.T,20150418,825,0.000,,30.6,7.8,15.6,C,N,1,,,26.1,17.2,7.868,303,,,
DAVIS.T,20150419,820,0.000,,31.7,10.0,17.8,C,N,1,,,27.2,18.3,7.107,303,,,
DAVIS.T,20150420,805,0.000,,28.9,8.9,13.9,C,W,0,,,27.8,20.0,7.614,298,,,
DAVIS.T,20150421,845,0.000,,22.2,9.4,17.2,PC,S,1,,,26.1,20.6,7.107,289,,,
DAVIS.T,20150422,840,0.000,,26.1,9.4,14.4,PC,0,0,,,26.7,20.0,7.107,267,,,
DAVIS.T,20150423,850,0.000,,27.2,9.4,17.2,C,SE,0,,,27.2,20.0,6.853,283,,,
DAVIS.T,20150424,845,0.000,,25.0,11.1,17.8,PC,W,1,,,26.7,17.8,7.107,265,,,
DAVIS.T,20150425,825,4.315,,23.3,1.7,14.4,PC,N,2,,,25.0,20.0,8.376,284,,,
DAVIS.T,20150426,825,0.000,,26.7,7.2,16.1,C,N,0,,,25.6,18.9,6.599,308,,,
DAVIS.T,20150427,815,0.000,,32.2,13.9,22.2,PC,N,4,,,28.3,18.3,8.883,317,,,
DAVIS.T,20150428,850,0.000,,29.4,11.7,18.3,C,0,0,,,28.9,20.0,10.15,306,,,
DAVIS.T,20150429,840,0.000,,31.1,8.9,17.2,C,NW,0,,,29.4,21.7,8.883,322,,,
DAVIS.T,20150430,855,0.000,,32.8,12.8,23.3,C,N,4,,,29.4,21.7,10.15,272,,,
DAVIS.T,20150501,850,0.000,,35.0,11.7,26.7,C,NW,1,,,31.1,22.8,9.137,320,,,
DAVIS.T,20150502,840,0.000,,30.6,10.6,20.6,C,SE,3,,,30.0,22.8,10.66,313,,,
DAVIS.T,20150503,940,0.000,,26.1,10.0,21.7,C,SW,0,,,30.0,23.3,8.629,323,,,
DAVIS.T,20150504,835,0.000,,25.6,8.9,20.6,C,0,0,,,29.4,22.2,7.107,325,,,
DAVIS.T,20150505,835,0.000,,26.1,8.9,15.6,C,W,0,,,28.9,22.2,7.868,301,,,
DAVIS.T,20150506,735,0.000,,27.8,8.9,13.9,PC,0,0,,,28.3,22.2,7.107,287,,,
DAVIS.T,20150507,845,0.000,,22.8,10.0,14.4,CY,NE,1,,,26.1,22.2,8.376,217,,,
DAVIS.T,20150508,840,0.254,,25.0,6.7,14.4,PC,SE,0,,,27.2,20.6,6.853,317,,,
DAVIS.T,20150509,810,0.000,,27.2,7.2,15.6,C,0,0,,,28.9,20.0,8.376,326,,,
DAVIS.T,20150510,825,0.000,,26.7,10.0,16.7,C,0,0,,,28.9,21.1,7.107,324,,,
DAVIS.T,20150511,830,0.000,,24.4,10.6,16.7,PC,S,1,,,28.3,22.2,7.614,324,,,
DAVIS.T,20150512,840,0.000,,21.7,8.3,16.1,C,0,0,,,27.8,21.7,9.137,308,,,
DAVIS.T,20150513,840,0.000,,22.2,7.8,16.1,PC,0,0,,,27.8,21.7,6.853,330,,,
DAVIS.T,20150514,835,0.000,,22.8,7.2,17.2,PC,0,0,,,26.7,21.7,7.868,261,,,
DAVIS.T,20150515,900,0.000,,23.9,6.7,17.2,PC,S,0,,,22.2,21.1,6.853,329,,,
DAVIS.T,20150516,825,0.000,,24.4,6.7,17.2,PC,S,0,,,22.2,10.0,8.629,331,,,
DAVIS.T,20150517,845,0,,25.0,11.1,15.6,PC,0,0,,,21.7,10.0,7.868,209,,,
DAVIS.T,20150518,835,0.000,,24.4,10.6,14.4,PC,0,0,,,27.8,10.6,4.315,287,,,
DAVIS.T,20150519,845,0.000,,25.6,9.4,17.2,PC,0,0,,,28.9,21.1,7.107,338,,,
DAVIS.T,20150520,840,0.000,,25.0,8.3,17.8,C,0,0,,,28.9,21.7,8.122,338,,,
DAVIS.T,20150521,845,0.000,,24.4,8.3,17.8,PC,0,0,,,28.9,21.7,9.137,301,,,
DAVIS.T,20150522,835,0.000,,25.6,10.6,17.2,PC,0,0,,,28.3,22.2,7.107,274,,,
DAVIS.T,20150523,825,0.000,,26.1,6.1,17.2,PC,S,1,,,28.9,22.2,7.868,318,,,
DAVIS.T,20150524,825,0.000,,28.3,11.1,20.0,C,0,0,,,30.0,22.2,6.853,339,,,
DAVIS.T,20150525,830,0.000,,26.7,11.1,18.3,C,S,0,,,30.0,23.3,9.645,345,,,
DAVIS.T,20150526,815,0.000,,26.7,9.4,16.7,C,0,0,,,30.6,23.3,7.107,349,,,
DAVIS.T,20150527,805,0.000,,28.3,10.6,16.7,C,NW,0,,,30.6,23.3,7.868,348,,,
DAVIS.T,20150528,835,0.000,,30.6,10.0,18.3,PC,0,0,,,30.6,23.9,8.376,308,,,
DAVIS.T,20150529,800,0.000,,31.7,10.0,17.8,PC,0,0,,,31.1,23.9,6.853,336,,,
DAVIS.T,20150530,825,0.000,,32.2,10.6,21.7,PC,0,0,,,32.2,23.9,8.376,346,,,
DAVIS.T,20150531,830,0.000,,27.8,10.6,21.1,PC,S,0,,,30.0,24.4,9.137,301,,,
DAVIS.T,20150601,820,0.000,,27.2,8.9,18.3,C,S,0,,,31.1,23.9,7.614,339,,,
DAVIS.T,20150602,845,0.000,,29.4,12.8,18.9,C,0,0,,,32.2,23.9,8.122,345,,,
DAVIS.T,20150603,845,0.000,,28.3,11.7,20.6,PC,NW,0,,,31.7,24.4,7.614,308,,,
DAVIS.T,20150604,840,0.000,,31.1,10.0,18.9,C,0,0,,,32.2,25.0,8.122,342,,,
DAVIS.T,20150605,835,0.000,,34.4,13.9,25.0,C,0,0,,,33.9,25.0,10.40,338,,,
DAVIS.T,20150606,835,0.000,,32.8,13.9,24.4,C,S,0,,,33.9,26.1,10.40,332,,,
DAVIS.T,20150607,825,0.000,,36.7,13.3,25.0,C,N,0,,,35.0,27.2,9.137,342,,,
DAVIS.T,20150608,840,0.000,,40.0,16.1,30.0,C,0,0,,,36.1,27.2,9.645,339,,,
DAVIS.T,20150609,800,0.000,,32.2,18.3,26.1,PC,S,1,,,33.9,28.3,8.629,262,,,
DAVIS.T,20150610,845,0.000,,24.4,18.9,21.7,CY,E,1,,,33.9,28.3,8.883,87,,,
DAVIS.T,20150611,715,0.000,,36.1,15.6,23.9,C,NW,3,,,34.4,28.3,0.000,348,,,
DAVIS.T,20150612,845,0.000,,40.6,15.6,25.6,C,N,0,,,36.1,25.6,12.43,353,,,
DAVIS.T,20150613,825,0.000,,33.9,15.6,25.0,C,S,0,,,36.1,27.8,11.42,356,,,
DAVIS.T,20150614,820,0.000,,31.1,12.2,21.1,C,SE,1,,,35.0,11.1,9.899,359,,,
DAVIS.T,20150615,840,0.000,,30.6,10.6,18.9,C,W,0,,,34.4,27.2,8.883,359,,,
DAVIS.T,20150616,825,0.000,,34.4,11.1,20.0,C,N,1,,,35.6,26.7,9.391,360,,,
DAVIS.T,20150617,825,0.000,,36.1,11.7,20.6,PC,0,0,,,35.0,27.2,8.122,326,,,
DAVIS.T,20150618,845,0.000,,35.0,12.2,22.2,C,0,0,,,35.0,27.8,8.376,366,,,
DAVIS.T,20150619,835,0.000,,34.4,10.6,20.6,C,NW,0,,,35.0,27.2,10.66,360,,,
DAVIS.T,20150620,845,0.000,,33.9,12.8,21.7,CY,0,0,,,35.0,27.2,9.391,351,,,
DAVIS.T,20150621,850,0.000,,31.7,13.3,18.9,C,W,0,,,34.4,27.8,10.66,370,,,
DAVIS.T,20150622,805,0.000,,32.2,11.7,18.3,C,0,0,,,34.4,27.2,8.376,357,,,
DAVIS.T,20150623,825,0.000,,34.4,12.2,20.0,C,0,0,,,34.4,27.2,9.391,333,,,
DAVIS.T,20150624,700,0.000,,36.1,13.3,18.9,C,W,2,,,35.6,27.2,8.883,335,,,
DAVIS.T,20150625,600,0.000,,38.3,15.0,17.8,C,N,4,,,36.7,27.8,9.899,345,,,
DAVIS.T,20150626,855,0.000,,38.3,16.1,26.1,C,0,0,,,37.2,29.4,10.15,328,,,
DAVIS.T,20150627,815,0.000,,32.2,15.6,23.9,PC,0,0,,,35.0,30.0,12.18,318,,,
DAVIS.T,20150628,825,0.000,,36.7,18.3,26.1,C,0,0,,,36.7,30.0,8.376,317,,,
DAVIS.T,20150629,845,0.000,,36.1,13.9,22.2,PC,0,0,,,36.7,29.4,9.137,332,,,
DAVIS.T,20150630,820,0.000,,40.6,16.7,27.2,PC,NW,1,,,37.8,29.4,8.883,342,,,
DAVIS.T,20150701,825,0.000,,37.2,18.9,28.3,PC,N,0,,,36.1,30.0,13.19,333,,,
DAVIS.T,20150702,825,0.000,,35.6,20.6,27.2,PC,SE,1,,,36.7,31.1,10.91,341,,,
DAVIS.T,20150703,845,0.000,,35.6,17.2,22.8,PC,SE,2,,,37.2,30.6,10.66,301,,,
DAVIS.T,20150704,815,0.000,,37.2,16.7,25.0,C,0,0,,,38.3,30.0,9.391,339,,,
DAVIS.T,20150705,825,0.000,,34.4,16.7,26.1,C,S,2,,,37.2,30.6,11.16,337,,,
DAVIS.T,20150706,845,0.000,,34.4,15.0,22.8,PC,NE,1,,,37.2,30.0,11.16,342,,,
DAVIS.T,20150707,830,0.000,,32.2,15.6,22.8,PC,0,0,,,36.7,30.0,9.137,316,,,
DAVIS.T,20150708,825,0.000,,28.9,15.0,21.7,C,0,0,,,35.6,30.0,8.883,333,,,
DAVIS.T,20150709,830,0.000,,24.4,14.4,20.0,PC,S,0,,,32.2,29.4,9.391,246,,,
DAVIS.T,20150710,840,0.000,,27.2,13.3,18.3,CY,SE,0,,,32.8,28.3,5.584,237,,,
DAVIS.T,20150711,820,0.000,,30.6,13.9,22.8,C,0,0,,,34.4,27.8,7.107,329,,,
DAVIS.T,20150712,820,0.000,,31.1,16.1,21.7,PC,0,0,,,35.0,28.3,9.137,311,,,
DAVIS.T,20150713,840,0.000,,33.3,12.8,22.2,PC,0,0,,,35.6,28.3,8.883,329,,,
DAVIS.T,20150714,840,0.000,,30.6,15.0,22.8,C,0,0,,,36.1,28.3,8.629,343,,,
DAVIS.T,20150715,845,0.000,,35.0,12.8,21.7,C,0,0,,,36.1,28.9,8.376,346,,,
DAVIS.T,20150716,830,0.000,,35.6,14.4,22.8,C,0,0,,,36.1,28.9,8.883,333,,,
DAVIS.T,20150717,2359,0.000,,35.6,14.4,18.9,C,NW,3,,,32.2,28.9,9.899,331,,,
DAVIS.T,20150718,2359,0.000,,33.9,16.7,,,,,,,32.8,28.3,10.66,337,,,
DAVIS.T,20150719,2359,0.000,,34.4,17.8,,,,,,,32.8,28.9,10.91,302,,,
DAVIS.T,20150720,2359,0.000,,33.3,13.9,,,,,,,32.8,28.9,11.16,334,,,
 
