Genotype,KRN,Year,Location,block,plot
Z017E0001,15.8634,8,Johnson,1,1
Z017E0002,11.0841,8,Johnson,1,3
Z017E0003,11.4289,8,Johnson,1,4
Z017E0004,14.5868,8,Johnson,1,5
Z017E0005,16.3409,8,Johnson,1,6
Z017E0028,16.1073,8,Johnson,1,7
Z017E0006,14.2122,8,Johnson,1,8
Z017E0034,15.7473,8,Johnson,1,9
Z017E0007,15.2973,8,Johnson,1,10
Z017E0008,13.8522,8,Johnson,1,11
Z017E0009,14.055,8,Johnson,1,12
Z017E0010,13.9718,8,Johnson,1,13
Z017E0011,12.651,8,Johnson,1,15
Z017E0012,14.2061,8,Johnson,1,16
Z017E0013,12.9122,8,Johnson,1,17
Z017E0014,11.7631,8,Johnson,1,18
Z017E0015,15.4104,8,Johnson,1,19
Z017E0016,11.4391,8,Johnson,1,20
Z017E0017,11.1023,8,Johnson,1,21
Z017E0018,14.2288,8,Johnson,1,22
Z017E0019,15.0975,8,Johnson,1,23
Z017E0020,13.3859,8,Johnson,1,24
Z017E0021,12.6192,8,Johnson,1,25
Z017E0022,14.065,8,Johnson,1,26
Z017E0023,17.6376,8,Johnson,1,27
Z017E0024,11.8229,8,Johnson,1,28
Z017E0025,13.5751,8,Johnson,1,30
Z017E0027,13.4957,8,Johnson,1,34
Z017E0029,16.0163,8,Johnson,1,35
Z017E0030,13.0815,8,Johnson,1,36
Z017E0100,11.8448,8,Johnson,1,37
Z017E0031,12.7007,8,Johnson,1,38
Z017E0032,13.0475,8,Johnson,1,39
Z017E0033,15.5298,8,Johnson,1,40
Z017E0035,12.0184,8,Johnson,1,41
Z017E0101,16.9971,8,Johnson,1,42
Z017E0036,12.5645,8,Johnson,1,43
Z017E0037,18.9307,8,Johnson,1,44
Z017E0038,13.6876,8,Johnson,1,45
Z017E0039,13.3633,8,Johnson,1,46
Z017E0042,18.0649,8,Johnson,1,49
Z017E0043,13.5463,8,Johnson,1,50
Z017E0045,11.9685,8,Johnson,1,53
Z017E0046,15.756,8,Johnson,1,54
Z017E0047,13.1668,8,Johnson,1,55
Z017E0048,11.8453,8,Johnson,1,56
Z017E0105,14.2126,8,Johnson,1,59
Z017E0107,13.5644,8,Johnson,1,61
Z017E0109,12.0058,8,Johnson,1,62
Z017E0110,11.5858,8,Johnson,1,63
Z017E0111,14.9934,8,Johnson,1,64
Z017E0112,14.2842,8,Johnson,1,65
Z017E0113,11.9508,8,Johnson,1,66
Z017E0114,13.9883,8,Johnson,1,67
Z017E0115,15.7764,8,Johnson,1,68
Z017E0116,14.078,8,Johnson,1,69
Z017E0117,12.85,8,Johnson,1,70
Z017E0118,16.1994,8,Johnson,1,71
Z017E0119,12.2601,8,Johnson,1,72
Z017E0120,13.4338,8,Johnson,1,73
Z017E0122,12.5869,8,Johnson,1,74
Z017E0124,11.3945,8,Johnson,1,76
Z017E0126,13.1313,8,Johnson,1,77
Z017E0127,14.1642,8,Johnson,1,78
Z017E0128,17.4392,8,Johnson,1,79
Z017E0129,14.6918,8,Johnson,1,80
Z017E0130,13.0572,8,Johnson,1,81
Z017E0132,13.2466,8,Johnson,1,83
Z017E0133,13.7528,8,Johnson,1,84
Z017E0134,15.2653,8,Johnson,1,85
Z017E0137,15.8246,8,Johnson,1,87
Z017E0139,15.294,8,Johnson,1,90
Z017E0141,14.876,8,Johnson,1,91
Z017E0142,14.5066,8,Johnson,1,92
Z017E0144,14.8145,8,Johnson,1,94
Z017E0146,19.6274,8,Johnson,1,96
Z017E0147,16.8239,8,Johnson,1,97
Z017E0150,11.9709,8,Johnson,1,99
Z017E0152,14.3057,8,Johnson,1,100
Z017E0153,14.3533,8,Johnson,1,101
Z017E0154,13.7511,8,Johnson,1,102
Z017E0155,14.1201,8,Johnson,1,103
Z017E0156,14.9936,8,Johnson,1,104
Z017E0157,16.1138,8,Johnson,1,105
Z017E0160,13.5687,8,Johnson,1,108
Z017E0163,16.9634,8,Johnson,1,111
Z017E0049,13.4658,8,Johnson,1,112
Z017E0165,17.4087,8,Johnson,1,113
Z017E0050,15.855,8,Johnson,1,114
Z017E0051,15.4946,8,Johnson,1,115
Z017E0052,16.9069,8,Johnson,1,116
Z017E0053,16.2458,8,Johnson,1,117
Z017E0054,13.4445,8,Johnson,1,119
Z017E0167,14.0928,8,Johnson,1,120
Z017E0168,14.2944,8,Johnson,1,121
Z017E0055,17.0172,8,Johnson,1,122
Z017E0169,15.9013,8,Johnson,1,123
Z017E0056,19.7781,8,Johnson,1,124
Z017E0057,14.1165,8,Johnson,1,125
Z017E0171,12.3061,8,Johnson,1,128
Z017E0059,16.6071,8,Johnson,1,130
Z017E0172,12.8111,8,Johnson,1,131
Z017E0060,15.5608,8,Johnson,1,132
Z017E0061,16.4407,8,Johnson,1,133
Z017E0173,10.5492,8,Johnson,1,134
Z017E0062,13.1573,8,Johnson,1,135
Z017E0063,16.1897,8,Johnson,1,136
Z017E0064,16.5921,8,Johnson,1,137
Z017E0176,13.6487,8,Johnson,1,140
Z017E0177,12.0782,8,Johnson,1,141
Z017E0178,13.0736,8,Johnson,1,142
Z017E0179,15.294,8,Johnson,1,143
Z017E0065,15.2499,8,Johnson,1,145
Z017E0066,15.948,8,Johnson,1,146
Z017E0067,14.7487,8,Johnson,1,147
Z017E0181,12.2671,8,Johnson,1,148
Z017E0069,12.3361,8,Johnson,1,151
Z017E0182,14.4618,8,Johnson,1,152
Z017E0070,16.7179,8,Johnson,1,154
Z017E0071,15.1023,8,Johnson,1,155
Z017E0072,13.4905,8,Johnson,1,156
Z017E0073,15.2,8,Johnson,1,157
Z017E0074,13.7591,8,Johnson,1,158
Z017E0075,13.8742,8,Johnson,1,159
Z017E0186,12.6934,8,Johnson,1,161
Z017E0076,12.3852,8,Johnson,1,163
Z017E0188,13.9813,8,Johnson,1,164
Z017E0077,14.3852,8,Johnson,1,166
Z017E0190,13.3427,8,Johnson,1,167
Z017E0078,12.4144,8,Johnson,1,168
Z017E0079,12.651,8,Johnson,1,169
Z017E0192,12.8964,8,Johnson,1,172
Z017E0081,16.6239,8,Johnson,1,173
Z017E0082,14.1823,8,Johnson,1,174
Z017E0083,12.3511,8,Johnson,1,175
Z017E0084,13.6932,8,Johnson,1,177
Z017E0085,11.9379,8,Johnson,1,178
Z017E0198,14.0382,8,Johnson,1,179
Z017E0086,15.1136,8,Johnson,1,180
Z017E0087,16.8469,8,Johnson,1,181
Z017E0195,12.4324,8,Johnson,1,182
Z017E0088,13.8774,8,Johnson,1,184
Z017E0089,14.3088,8,Johnson,1,185
Z017E0090,13.8212,8,Johnson,1,187
Z017E0091,12.0108,8,Johnson,1,188
Z017E0199,12.2394,8,Johnson,1,189
Z017E0200,12.5015,8,Johnson,1,190
Z017E0092,14.7327,8,Johnson,1,191
Z017E0093,13.2136,8,Johnson,1,192
Z017E0094,12.1523,8,Johnson,1,193
Z011E0086,16,8,Curtiss,2,1174
Z024E0058,18,8,Curtiss,2,2374
Z024E0188,18,8,Curtiss,2,2467
Z024E0103,16,8,Curtiss,2,2408
Z024E0127,18,8,Curtiss,2,2428
Z024E0034,16,8,Curtiss,2,2352
Z024E0123,14,8,Curtiss,2,2425
Z024E0074,16,8,Curtiss,2,2383
Z011E0187,14,8,Curtiss,2,1263
Z024E0083,14,8,Curtiss,2,2389
Z024E0017,16,8,Curtiss,2,2336
Z024E0167,14,8,Curtiss,2,2457
Z011E0182,16,8,Curtiss,2,1259
Z024E0073,18,8,Curtiss,2,2382
Z024E0063,14,8,Curtiss,2,2379
Z024E0132,16,8,Curtiss,2,2433
Z024E0077,14,8,Curtiss,2,2386
Z024E0094,18,8,Curtiss,2,2400
Z024E0044,12,8,Curtiss,2,2362
Z024E0104,12,8,Curtiss,2,2409
Z011E0134,12,8,Curtiss,2,1220
Z024E0133,20,8,Curtiss,2,2434
Z024E0159,20,8,Curtiss,2,2451
Z024E0022,14,8,Curtiss,2,2340
Z024E0180,16,8,Curtiss,2,2462
Z024E0075,18,8,Curtiss,2,2384
Z024E0051,14,8,Curtiss,2,2368
Z024E0107,18,8,Curtiss,2,2412
Z024E0070,18,8,Curtiss,2,2380
Z011E0159,18,8,Curtiss,2,1245
Z024E0186,14,8,Curtiss,2,2465
Z024E0076,16,8,Curtiss,2,2385
Z024E0128,14,8,Curtiss,2,2429
Z024E0120,16,8,Curtiss,2,2423
Z024E0045,10,8,Curtiss,2,2363
Z024E0129,18,8,Curtiss,2,2430
Z024E0086,14,8,Curtiss,2,2392
Z011E0102,16,8,Curtiss,2,1190
Z024E0042,16,8,Curtiss,2,2360
Z011E0136,18,8,Curtiss,2,1222
Z024E0099,16,8,Curtiss,2,2404
Z024E0032,14,8,Curtiss,2,2350
Z024E0144,14,8,Curtiss,2,2443
Z011E0021,16,8,Curtiss,2,1112
Z024E0196,16,8,Curtiss,2,2470
Z024E0010,16,8,Curtiss,2,2329
Z011E0152,18,8,Curtiss,2,1238
Z024E0084,22,8,Curtiss,2,2390
Z019E0172,20,8,Curtiss,2,1911
Z011E0116,18,8,Curtiss,2,1203
Z024E0131,18,8,Curtiss,2,2432
Z011E0131,12,8,Curtiss,2,1217
Z011E0200,12,8,Curtiss,2,1273
Z024E0114,14,8,Curtiss,2,2419
Z011E0150,14,8,Curtiss,2,1236
Z011E0146,16,8,Curtiss,2,1232
Z011E0019,16,8,Curtiss,2,1110
Z011E0137,14,8,Curtiss,2,1223
Z024E0119,20,8,Curtiss,2,2422
Z019E0164,18,8,Curtiss,2,1903
Z024E0093,18,8,Curtiss,2,2399
Z011E0081,16,8,Curtiss,2,1169
Z024E0152,20,8,Curtiss,2,2447
Z024E0016,14,8,Curtiss,2,2335
Z024E0138,14,8,Curtiss,2,2439
Z011E0111,16,8,Curtiss,2,1199
Z024E0023,12,8,Curtiss,2,2341
Z011E0160,16,8,Curtiss,2,1246
Z011E0084,14,8,Curtiss,2,1172
Z019E0056,18,8,Curtiss,2,1796
Z011E0079,18,8,Curtiss,2,1167
Z011E0055,18,8,Curtiss,2,1146
Z011E0115,18,8,Curtiss,2,1202
Z011E0104,14,8,Curtiss,2,1192
Z019E0143,16,8,Curtiss,2,1882
Z011E0058,14,8,Curtiss,2,1149
Z024E0049,18,8,Curtiss,2,2366
Z019E0177,16,8,Curtiss,2,1916
Z011E0117,20,8,Curtiss,2,1204
Z024E0110,16,8,Curtiss,2,2415
Z024E0047,14,8,Curtiss,2,2365
Z024E0002,16,8,Curtiss,2,2323
Z019E0178,16,8,Curtiss,2,1917
Z024E0012,16,8,Curtiss,2,2331
Z011E0194,18,8,Curtiss,2,1270
Z011E0036,14,8,Curtiss,2,1127
Z011E0083,16,8,Curtiss,2,1171
Z019E0103,18,8,Curtiss,2,1842
Z024E0158,16,8,Curtiss,2,2450
Z019E0096,12,8,Curtiss,2,1835
Z019E0128,16,8,Curtiss,2,1867
Z019E0157,16,8,Curtiss,2,1896
Z024E0089,18,8,Curtiss,2,2395
Z024E0109,18,8,Curtiss,2,2414
Z019E0197,20,8,Curtiss,2,1934
Z024E0040,16,8,Curtiss,2,2358
Z019E0130,16,8,Curtiss,2,1869
Z024E0008,18,8,Curtiss,2,2327
Z011E0010,16,8,Curtiss,2,1101
Z024E0025,16,8,Curtiss,2,2343
Z019E0148,18,8,Curtiss,2,1887
Z024E0170,14,8,Curtiss,2,2459
Z024E0081,18,8,Curtiss,2,2388
Z011E0098,14,8,Curtiss,2,1186
Z024E0157,16,8,Curtiss,2,2449
Z024E0009,18,8,Curtiss,2,2328
Z011E0174,18,8,Curtiss,2,1255
Z011E0103,14,8,Curtiss,2,1191
Z011E0090,20,8,Curtiss,2,1178
Z024E0050,14,8,Curtiss,2,2367
Z019E0141,16,8,Curtiss,2,1880
Z019E0014,12,8,Curtiss,2,1754
Z024E0061,22,8,Curtiss,2,2377
Z011E0089,14,8,Curtiss,2,1177
Z019E0185,18,8,Curtiss,2,1924
Z011E0148,20,8,Curtiss,2,1234
Z011E0154,18,8,Curtiss,2,1240
Z011E0122,14,8,Curtiss,2,1209
Z019E0031,12,8,Curtiss,2,1771
Z011E0177,16,8,Curtiss,2,1256
Z024E0095,28,8,Curtiss,2,2401
Z019E0053,16,8,Curtiss,2,1793
Z019E0180,18,8,Curtiss,2,1919
Z011E0145,16,8,Curtiss,2,1231
Z019E0048,16,8,Curtiss,2,1788
Z019E0075,20,8,Curtiss,2,1814
Z011E0038,12,8,Curtiss,2,1129
Z019E0173,16,8,Curtiss,2,1912
Z011E0092,14,8,Curtiss,2,1180
Z019E0012,20,8,Curtiss,2,1752
Z019E0024,20,8,Curtiss,2,1764
Z024E0046,16,8,Curtiss,2,2364
Z024E0146,18,8,Curtiss,2,2445
Z011E0120,16,8,Curtiss,2,1207
Z011E0125,14,8,Curtiss,2,1212
Z024E0168,22,8,Curtiss,2,2458
Z024E0113,18,8,Curtiss,2,2418
Z019E0138,18,8,Curtiss,2,1877
Z024E0035,18,8,Curtiss,2,2353
Z024E0056,12,8,Curtiss,2,2372
Z024E0135,20,8,Curtiss,2,2436
Z011E0037,18,8,Curtiss,2,1128
Z011E0003,20,8,Curtiss,2,1094
Z019E0042,16,8,Curtiss,2,1782
Z019E0179,16,8,Curtiss,2,1918
Z011E0144,20,8,Curtiss,2,1230
Z019E0097,20,8,Curtiss,2,1836
Z024E0088,18,8,Curtiss,2,2394
Z024E0037,20,8,Curtiss,2,2355
Z019E0068,16,8,Curtiss,2,1807
Z019E0057,18,8,Curtiss,2,1797
Z011E0108,20,8,Curtiss,2,1196
Z019E0125,20,8,Curtiss,2,1864
Z010E0107,16,8,Curtiss,2,1005
Z019E0151,18,8,Curtiss,2,1890
Z019E0111,22,8,Curtiss,2,1850
Z019E0153,18,8,Curtiss,2,1892
Z011E0105,16,8,Curtiss,2,1193
Z024E0005,18,8,Curtiss,2,2325
Z019E0175,18,8,Curtiss,2,1914
Z024E0182,18,8,Curtiss,2,2463
Z011E0135,14,8,Curtiss,2,1221
Z019E0071,14,8,Curtiss,2,1810
Z011E0166,18,8,Curtiss,2,1250
Z011E0032,16,8,Curtiss,2,1123
Z019E0033,16,8,Curtiss,2,1773
Z019E0045,18,8,Curtiss,2,1785
Z024E0085,16,8,Curtiss,2,2391
Z001E0065,18,8,Curtiss,2,62
Z024E0200,18,8,Curtiss,2,2473
Z019E0181,22,8,Curtiss,2,1920
Z019E0077,14,8,Curtiss,2,1816
Z019E0127,14,8,Curtiss,2,1866
Z019E0022,16,8,Curtiss,2,1762
Z019E0190,14,8,Curtiss,2,1929
Z024E0006,16,8,Curtiss,2,2326
Z019E0047,14,8,Curtiss,2,1787
Z019E0041,18,8,Curtiss,2,1781
Z019E0065,16,8,Curtiss,2,1804
Z024E0096,14,8,Curtiss,2,2402
Z010E0049,16,8,Curtiss,2,947
Z019E0170,18,8,Curtiss,2,1909
Z024E0166,14,8,Curtiss,2,2456
Z024E0102,18,8,Curtiss,2,2407
Z011E0012,18,8,Curtiss,2,1103
Z024E0024,16,8,Curtiss,2,2342
Z011E0045,16,8,Curtiss,2,1136
Z019E0105,12,8,Curtiss,2,1844
Z011E0185,14,8,Curtiss,2,1262
Z011E0053,16,8,Curtiss,2,1144
Z011E0009,16,8,Curtiss,2,1100
Z022E0143,16,8,Curtiss,2,2076
Z019E0038,16,8,Curtiss,2,1778
Z019E0036,18,8,Curtiss,2,1776
Z010E0182,12,8,Curtiss,2,1074
Z011E0040,14,8,Curtiss,2,1131
Z019E0144,18,8,Curtiss,2,1883
Z019E0009,16,8,Curtiss,2,1749
Z024E0029,14,8,Curtiss,2,2347
Z019E0019,18,8,Curtiss,2,1759
Z011E0071,18,8,Curtiss,2,1159
Z011E0041,16,8,Curtiss,2,1132
Z010E0132,16,8,Curtiss,2,1030
Z019E0124,22,8,Curtiss,2,1863
Z011E0034,12,8,Curtiss,2,1125
Z019E0083,22,8,Curtiss,2,1822
Z019E0032,18,8,Curtiss,2,1772
Z011E0106,16,8,Curtiss,2,1194
Z022E0016,14,8,Curtiss,2,1955
Z019E0145,16,8,Curtiss,2,1884
Z011E0031,14,8,Curtiss,2,1122
Z010E0077,24,8,Curtiss,2,975
Z011E0049,14,8,Curtiss,2,1140
Z011E0061,14,8,Curtiss,2,1151
Z019E0043,16,8,Curtiss,2,1783
Z019E0126,18,8,Curtiss,2,1865
Z019E0198,16,8,Curtiss,2,1935
Z024E0142,20,8,Curtiss,2,2442
Z011E0147,14,8,Curtiss,2,1233
Z011E0096,14,8,Curtiss,2,1184
Z019E0004,18,8,Curtiss,2,1744
Z019E0168,16,8,Curtiss,2,1907
Z022E0067,16,8,Curtiss,2,2001
Z024E0011,18,8,Curtiss,2,2330
Z011E0008,20,8,Curtiss,2,1099
Z010E0027,14,8,Curtiss,2,925
Z011E0063,12,8,Curtiss,2,1152
Z011E0029,16,8,Curtiss,2,1120
Z019E0139,18,8,Curtiss,2,1878
Z024E0189,16,8,Curtiss,2,2468
Z011E0113,16,8,Curtiss,2,1201
Z001E0078,18,8,Curtiss,2,75
Z019E0135,18,8,Curtiss,2,1874
Z019E0072,16,8,Curtiss,2,1811
Z011E0164,12,8,Curtiss,2,1248
Z011E0033,14,8,Curtiss,2,1124
Z019E0098,18,8,Curtiss,2,1837
Z011E0047,22,8,Curtiss,2,1138
Z001E0069,18,8,Curtiss,2,66
Z010E0169,18,8,Curtiss,2,1063
Z019E0058,18,8,Curtiss,2,1798
Z019E0112,18,8,Curtiss,2,1851
Z019E0146,18,8,Curtiss,2,1885
Z022E0103,16,8,Curtiss,2,2036
Z011E0027,18,8,Curtiss,2,1118
Z019E0102,16,8,Curtiss,2,1841
Z011E0133,16,8,Curtiss,2,1219
Z024E0014,14,8,Curtiss,2,2333
Z011E0099,18,8,Curtiss,2,1187
Z019E0183,14,8,Curtiss,2,1922
Z019E0010,14,8,Curtiss,2,1750
Z010E0063,16,8,Curtiss,2,961
Z019E0187,20,8,Curtiss,2,1926
Z011E0018,20,8,Curtiss,2,1109
Z010E0032,16,8,Curtiss,2,930
Z019E0070,18,8,Curtiss,2,1809
Z011E0196,18,8,Curtiss,2,1271
Z001E0193,18,8,Curtiss,2,187
Z019E0152,20,8,Curtiss,2,1891
Z019E0044,16,8,Curtiss,2,1784
Z019E0005,18,8,Curtiss,2,1745
Z024E0030,18,8,Curtiss,2,2348
Z024E0013,20,8,Curtiss,2,2332
Z019E0140,18,8,Curtiss,2,1879
Z019E0039,18,8,Curtiss,2,1779
Z024E0183,16,8,Curtiss,2,2464
Z001E0198,16,8,Curtiss,2,192
Z001E0172,24,8,Curtiss,2,167
Z022E0077,16,8,Curtiss,2,2011
Z011E0002,14,8,Curtiss,2,1093
Z019E0199,16,8,Curtiss,2,1936
Z024E0164,16,8,Curtiss,2,2454
Z019E0113,18,8,Curtiss,2,1852
Z024E0106,10,8,Curtiss,2,2411
Z019E0129,16,8,Curtiss,2,1868
Z011E0078,18,8,Curtiss,2,1166
Z001E0077,18,8,Curtiss,2,74
Z001E0056,16,8,Curtiss,2,53
Z024E0165,18,8,Curtiss,2,2455
Z024E0072,14,8,Curtiss,2,2381
Z010E0076,16,8,Curtiss,2,974
Z001E0128,14,8,Curtiss,2,125
Z011E0075,12,8,Curtiss,2,1163
Z019E0115,16,8,Curtiss,2,1854
Z011E0100,18,8,Curtiss,2,1188
Z019E0110,16,8,Curtiss,2,1849
Z019E0119,16,8,Curtiss,2,1858
Z019E0101,18,8,Curtiss,2,1840
Z019E0016,18,8,Curtiss,2,1756
Z001E0103,18,8,Curtiss,2,100
Z019E0171,16,8,Curtiss,2,1910
Z001E0098,22,8,Curtiss,2,95
Z011E0088,22,8,Curtiss,2,1176
Z019E0108,16,8,Curtiss,2,1847
Z011E0069,16,8,Curtiss,2,1157
Z011E0024,14,8,Curtiss,2,1115
Z001E0189,18,8,Curtiss,2,183
Z019E0066,18,8,Curtiss,2,1805
Z019E0089,20,8,Curtiss,2,1828
Z024E0187,16,8,Curtiss,2,2466
Z011E0180,16,8,Curtiss,2,1258
Z019E0011,16,8,Curtiss,2,1751
Z011E0046,12,8,Curtiss,2,1137
Z019E0154,18,8,Curtiss,2,1893
Z019E0136,18,8,Curtiss,2,1875
Z024E0134,18,8,Curtiss,2,2435
Z019E0003,20,8,Curtiss,2,1743
Z022E0030,18,8,Curtiss,2,1967
Z022E0113,16,8,Curtiss,2,2046
Z010E0114,18,8,Curtiss,2,1012
Z019E0131,18,8,Curtiss,2,1870
Z019E0118,16,8,Curtiss,2,1857
Z010E0025,18,8,Curtiss,2,923
Z011E0072,20,8,Curtiss,2,1160
Z022E0110,16,8,Curtiss,2,2043
Z019E0116,16,8,Curtiss,2,1855
Z019E0196,18,8,Curtiss,2,1933
Z019E0193,20,8,Curtiss,2,1931
Z011E0077,14,8,Curtiss,2,1165
Z019E0049,16,8,Curtiss,2,1789
Z011E0189,18,8,Curtiss,2,1265
Z019E0007,16,8,Curtiss,2,1747
Z024E0098,18,8,Curtiss,2,2403
Z024E0001,12,8,Curtiss,2,2322
Z024E0027,20,8,Curtiss,2,2345
Z011E0074,16,8,Curtiss,2,1162
Z011E0118,18,8,Curtiss,2,1205
Z024E0136,14,8,Curtiss,2,2437
Z019E0081,18,8,Curtiss,2,1820
Z019E0050,16,8,Curtiss,2,1790
Z024E0105,16,8,Curtiss,2,2410
Z022E0119,16,8,Curtiss,2,2052
Z019E0017,16,8,Curtiss,2,1757
Z010E0195,22,8,Curtiss,2,1086
Z019E0006,18,8,Curtiss,2,1746
Z011E0039,18,8,Curtiss,2,1130
Z019E0021,22,8,Curtiss,2,1761
Z022E0158,22,8,Curtiss,2,2090
Z011E0028,14,8,Curtiss,2,1119
Z011E0017,14,8,Curtiss,2,1108
Z010E0108,12,8,Curtiss,2,1006
Z019E0149,18,8,Curtiss,2,1888
Z019E0174,22,8,Curtiss,2,1913
Z001E0039,16,8,Curtiss,2,36
Z019E0155,18,8,Curtiss,2,1894
Z010E0040,14,8,Curtiss,2,938
Z011E0197,14,8,Curtiss,2,1272
Z022E0182,18,8,Curtiss,2,2113
Z001E0112,18,8,Curtiss,2,109
Z011E0016,14,8,Curtiss,2,1107
Z019E0080,14,8,Curtiss,2,1819
Z024E0137,18,8,Curtiss,2,2438
Z019E0020,16,8,Curtiss,2,1760
Z011E0127,20,8,Curtiss,2,1214
Z001E0061,18,8,Curtiss,2,58
Z019E0107,12,8,Curtiss,2,1846
Z010E0139,16,8,Curtiss,2,1037
Z019E0106,18,8,Curtiss,2,1845
Z001E0040,18,8,Curtiss,2,37
Z001E0072,18,8,Curtiss,2,69
Z011E0042,16,8,Curtiss,2,1133
Z011E0192,18,8,Curtiss,2,1268
Z019E0165,16,8,Curtiss,2,1904
Z019E0076,16,8,Curtiss,2,1815
Z019E0054,20,8,Curtiss,2,1794
Z022E0032,16,8,Curtiss,2,1969
Z019E0025,16,8,Curtiss,2,1765
Z019E0064,18,8,Curtiss,2,1803
Z010E0117,14,8,Curtiss,2,1015
Z011E0080,18,8,Curtiss,2,1168
Z011E0065,16,8,Curtiss,2,1154
Z022E0006,16,8,Curtiss,2,1945
Z011E0025,18,8,Curtiss,2,1116
Z001E0149,16,8,Curtiss,2,145
Z019E0015,16,8,Curtiss,2,1755
Z019E0028,16,8,Curtiss,2,1768
Z019E0035,12,8,Curtiss,2,1775
Z019E0082,14,8,Curtiss,2,1821
Z010E0092,14,8,Curtiss,2,990
Z022E0025,16,8,Curtiss,2,1963
Z001E0038,16,8,Curtiss,2,35
Z001E0197,16,8,Curtiss,2,191
Z019E0037,16,8,Curtiss,2,1777
Z022E0033,14,8,Curtiss,2,1970
Z019E0094,22,8,Curtiss,2,1833
Z022E0098,16,8,Curtiss,2,2031
Z019E0189,20,8,Curtiss,2,1928
Z001E0173,16,8,Curtiss,2,168
Z019E0013,16,8,Curtiss,2,1753
Z019E0063,18,8,Curtiss,2,1802
Z019E0092,16,8,Curtiss,2,1831
Z022E0193,18,8,Curtiss,2,2124
Z011E0112,22,8,Curtiss,2,1200
Z010E0033,16,8,Curtiss,2,931
Z019E0060,16,8,Curtiss,2,1800
Z011E0101,16,8,Curtiss,2,1189
Z022E0036,16,8,Curtiss,2,1973
Z019E0184,22,8,Curtiss,2,1923
Z001E0104,16,8,Curtiss,2,101
Z019E0147,22,8,Curtiss,2,1886
Z024E0041,20,8,Curtiss,2,2359
Z011E0082,16,8,Curtiss,2,1170
Z019E0067,18,8,Curtiss,2,1806
Z019E0114,14,8,Curtiss,2,1853
Z022E0107,24,8,Curtiss,2,2040
Z019E0137,18,8,Curtiss,2,1876
Z019E0055,16,8,Curtiss,2,1795
Z019E0073,20,8,Curtiss,2,1812
Z011E0128,14,8,Curtiss,2,1215
Z019E0095,14,8,Curtiss,2,1834
Z010E0037,16,8,Curtiss,2,935
Z010E0185,18,8,Curtiss,2,1076
Z010E0157,14,8,Curtiss,2,1052
Z001E0177,20,8,Curtiss,2,172
Z024E0111,20,8,Curtiss,2,2416
Z024E0115,16,8,Curtiss,2,2420
Z011E0141,14,8,Curtiss,2,1227
Z010E0113,16,8,Curtiss,2,1011
Z001E0178,14,8,Curtiss,2,173
Z001E0148,16,8,Curtiss,2,144
Z011E0156,16,8,Curtiss,2,1242
Z001E0168,14,8,Curtiss,2,163
Z011E0163,18,8,Curtiss,2,1247
Z011E0188,16,8,Curtiss,2,1264
Z022E0196,18,8,Curtiss,2,2127
Z011E0026,18,8,Curtiss,2,1117
Z022E0089,20,8,Curtiss,2,2022
Z019E0087,20,8,Curtiss,2,1826
Z010E0028,16,8,Curtiss,2,926
Z001E0096,18,8,Curtiss,2,93
Z010E0082,20,8,Curtiss,2,980
Z010E0062,16,8,Curtiss,2,960
Z022E0177,18,8,Curtiss,2,2108
Z010E0081,16,8,Curtiss,2,979
Z022E0138,18,8,Curtiss,2,2071
Z022E0186,18,8,Curtiss,2,2117
Z024E0038,18,8,Curtiss,2,2356
Z019E0195,18,8,Curtiss,2,1932
Z001E0037,24,8,Curtiss,2,34
Z010E0105,14,8,Curtiss,2,1003
Z019E0169,20,8,Curtiss,2,1908
Z022E0079,18,8,Curtiss,2,2013
Z022E0001,18,8,Curtiss,2,1940
Z011E0014,16,8,Curtiss,2,1105
Z010E0155,18,8,Curtiss,2,1050
Z001E0140,18,8,Curtiss,2,137
Z019E0029,14,8,Curtiss,2,1769
Z019E0086,22,8,Curtiss,2,1825
Z011E0073,14,8,Curtiss,2,1161
Z022E0050,20,8,Curtiss,2,1986
Z019E0188,18,8,Curtiss,2,1927
Z022E0008,16,8,Curtiss,2,1947
Z022E0017,16,8,Curtiss,2,1956
Z011E0183,18,8,Curtiss,2,1260
Z011E0064,18,8,Curtiss,2,1153
Z019E0027,14,8,Curtiss,2,1767
Z019E0133,18,8,Curtiss,2,1872
Z022E0162,16,8,Curtiss,2,2094
Z019E0123,18,8,Curtiss,2,1862
Z010E0013,18,8,Curtiss,2,911
Z019E0176,16,8,Curtiss,2,1915
Z022E0018,18,8,Curtiss,2,1957
Z022E0019,18,8,Curtiss,2,1958
Z011E0057,18,8,Curtiss,2,1148
Z001E0082,16,8,Curtiss,2,79
Z019E0158,18,8,Curtiss,2,1897
Z022E0115,18,8,Curtiss,2,2048
Z019E0117,16,8,Curtiss,2,1856
Z010E0109,16,8,Curtiss,2,1007
Z022E0083,18,8,Curtiss,2,2017
Z001E0171,22,8,Curtiss,2,166
Z024E0147,16,8,Curtiss,2,2446
Z011E0110,16,8,Curtiss,2,1198
Z022E0021,16,8,Curtiss,2,1960
Z001E0163,16,8,Curtiss,2,158
Z011E0155,18,8,Curtiss,2,1241
Z019E0069,16,8,Curtiss,2,1808
Z024E0019,18,8,Curtiss,2,2337
Z010E0048,20,8,Curtiss,2,946
Z019E0008,20,8,Curtiss,2,1748
Z011E0085,18,8,Curtiss,2,1173
