Genotype,KRN,Year,Location,block,plot
Z004E0200,16,Y10,Curtiss,3,169
Z004E0200,16,Y10,Curtiss,3,169
Z004E0208,20,Y10,Curtiss,3,170
Z004E0232,16,Y10,Curtiss,3,171
Z004E0232,20,Y10,Curtiss,3,171
Z004E0232,20,Y10,Curtiss,3,171
Z008E0001,14,Y10,Curtiss,3,370
Z008E0002,16,Y10,Curtiss,3,371
Z008E0002,16,Y10,Curtiss,3,371
Z008E0002,14,Y10,Curtiss,3,371
Z008E0003,10,Y10,Curtiss,3,372
Z008E0005,16,Y10,Curtiss,3,373
Z008E0005,15,Y10,Curtiss,3,373
Z008E0006,16,Y10,Curtiss,3,374
Z008E0007,16,Y10,Curtiss,3,375
Z008E0009,16,Y10,Curtiss,3,376
Z008E0009,14,Y10,Curtiss,3,376
Z008E0010,12,Y10,Curtiss,3,377
Z008E0010,12,Y10,Curtiss,3,377
Z008E0011,14,Y10,Curtiss,3,378
Z008E0012,16,Y10,Curtiss,3,379
Z008E0012,14,Y10,Curtiss,3,379
Z008E0015,10,Y10,Curtiss,3,380
Z008E0016,14,Y10,Curtiss,3,381
Z008E0017,12,Y10,Curtiss,3,382
Z008E0017,12,Y10,Curtiss,3,382
Z008E0019,14,Y10,Curtiss,3,383
Z008E0020,16,Y10,Curtiss,3,384
Z008E0022,12,Y10,Curtiss,3,385
Z008E0023,14,Y10,Curtiss,3,386
Z008E0023,14,Y10,Curtiss,3,386
Z008E0024,14,Y10,Curtiss,3,387
Z008E0026,18,Y10,Curtiss,3,388
Z008E0026,20,Y10,Curtiss,3,388
Z008E0026,18,Y10,Curtiss,3,388
Z008E0027,16,Y10,Curtiss,3,389
Z008E0028,14,Y10,Curtiss,3,390
Z008E0028,12,Y10,Curtiss,3,390
Z008E0029,16,Y10,Curtiss,3,391
Z008E0031,14,Y10,Curtiss,3,392
Z008E0032,12,Y10,Curtiss,3,393
Z008E0032,10,Y10,Curtiss,3,393
Z008E0033,16,Y10,Curtiss,3,394
Z008E0035,14,Y10,Curtiss,3,395
Z008E0036,17,Y10,Curtiss,3,396
Z008E0037,12,Y10,Curtiss,3,397
Z008E0038,18,Y10,Curtiss,3,398
Z008E0042,16,Y10,Curtiss,3,399
Z008E0043,18,Y10,Curtiss,3,400
Z008E0044,16,Y10,Curtiss,3,401
Z008E0045,14,Y10,Curtiss,3,402
Z008E0045,16,Y10,Curtiss,3,402
Z008E0046,16,Y10,Curtiss,3,403
Z008E0048,16,Y10,Curtiss,3,404
Z008E0051,14,Y10,Curtiss,3,405
Z008E0053,16,Y10,Curtiss,3,406
Z008E0053,14,Y10,Curtiss,3,406
Z008E0053,14,Y10,Curtiss,3,406
Z008E0055,18,Y10,Curtiss,3,407
Z008E0055,16,Y10,Curtiss,3,407
Z008E0056,12,Y10,Curtiss,3,408
Z008E0056,18,Y10,Curtiss,3,408
Z008E0057,14,Y10,Curtiss,3,409
Z008E0057,14,Y10,Curtiss,3,409
Z008E0059,12,Y10,Curtiss,3,410
Z008E0065,12,Y10,Curtiss,3,411
Z008E0065,12,Y10,Curtiss,3,411
Z008E0067,12,Y10,Curtiss,3,412
Z008E0068,14,Y10,Curtiss,3,413
Z008E0069,14,Y10,Curtiss,3,414
Z008E0072,12,Y10,Curtiss,3,415
Z008E0072,14,Y10,Curtiss,3,415
Z008E0076,18,Y10,Curtiss,3,416
Z008E0077,12,Y10,Curtiss,3,417
Z008E0078,12,Y10,Curtiss,3,418
Z008E0078,16,Y10,Curtiss,3,418
Z008E0079,12,Y10,Curtiss,3,419
Z008E0080,16,Y10,Curtiss,3,420
Z008E0081,12,Y10,Curtiss,3,421
Z008E0081,12,Y10,Curtiss,3,421
Z008E0081,16,Y10,Curtiss,3,421
Z008E0082,12,Y10,Curtiss,3,422
Z008E0083,16,Y10,Curtiss,3,423
Z008E0084,18,Y10,Curtiss,3,424
Z008E0085,16,Y10,Curtiss,3,425
Z008E0085,16,Y10,Curtiss,3,425
Z008E0086,12,Y10,Curtiss,3,426
Z008E0087,14,Y10,Curtiss,3,427
Z008E0087,14,Y10,Curtiss,3,427
Z008E0090,12,Y10,Curtiss,3,428
Z008E0090,12,Y10,Curtiss,3,428
Z008E0091,22,Y10,Curtiss,3,429
Z008E0092,14,Y10,Curtiss,3,430
Z008E0093,18,Y10,Curtiss,3,431
Z008E0093,16,Y10,Curtiss,3,431
Z008E0096,16,Y10,Curtiss,3,432
Z008E0096,14,Y10,Curtiss,3,432
Z008E0096,12,Y10,Curtiss,3,432
Z008E0097,14,Y10,Curtiss,3,433
Z008E0098,14,Y10,Curtiss,3,434
Z008E0098,14,Y10,Curtiss,3,434
Z008E0099,14,Y10,Curtiss,3,435
Z008E0099,16,Y10,Curtiss,3,435
Z008E0099,14,Y10,Curtiss,3,435
Z008E0100,14,Y10,Curtiss,3,436
Z008E0100,12,Y10,Curtiss,3,436
Z008E0100,16,Y10,Curtiss,3,436
Z008E0101,14,Y10,Curtiss,3,437
Z008E0102,14,Y10,Curtiss,3,438
Z008E0104,16,Y10,Curtiss,3,439
Z008E0104,14,Y10,Curtiss,3,439
Z008E0106,12,Y10,Curtiss,3,440
Z008E0106,12,Y10,Curtiss,3,440
Z008E0107,14,Y10,Curtiss,3,441
Z008E0107,12,Y10,Curtiss,3,441
Z008E0108,16,Y10,Curtiss,3,442
Z008E0108,17,Y10,Curtiss,3,442
Z008E0108,18,Y10,Curtiss,3,442
Z008E0108,20,Y10,Curtiss,3,442
Z008E0108,22,Y10,Curtiss,3,442
Z008E0109,16,Y10,Curtiss,3,443
Z008E0109,14,Y10,Curtiss,3,443
Z008E0110,12,Y10,Curtiss,3,444
Z008E0111,16,Y10,Curtiss,3,445
Z008E0111,16,Y10,Curtiss,3,445
Z008E0111,16,Y10,Curtiss,3,445
Z008E0111,14,Y10,Curtiss,3,445
Z008E0112,14,Y10,Curtiss,3,446
Z008E0112,14,Y10,Curtiss,3,446
Z008E0113,14,Y10,Curtiss,3,447
Z008E0114,14,Y10,Curtiss,3,448
Z008E0114,14,Y10,Curtiss,3,448
Z008E0116,15,Y10,Curtiss,3,449
Z008E0117,18,Y10,Curtiss,3,450
Z008E0118,12,Y10,Curtiss,3,451
Z008E0118,12,Y10,Curtiss,3,451
Z008E0118,12,Y10,Curtiss,3,451
Z008E0119,14,Y10,Curtiss,3,452
Z008E0120,16,Y10,Curtiss,3,453
Z008E0121,15,Y10,Curtiss,3,454
Z008E0125,12,Y10,Curtiss,3,455
Z008E0126,16,Y10,Curtiss,3,456
Z008E0128,20,Y10,Curtiss,3,457
Z008E0129,16,Y10,Curtiss,3,458
Z008E0131,14,Y10,Curtiss,3,459
Z008E0131,12,Y10,Curtiss,3,459
Z008E0132,16,Y10,Curtiss,3,460
Z008E0133,16,Y10,Curtiss,3,461
Z008E0133,16,Y10,Curtiss,3,461
Z008E0134,16,Y10,Curtiss,3,462
Z008E0134,16,Y10,Curtiss,3,462
Z008E0135,14,Y10,Curtiss,3,463
Z008E0136,14,Y10,Curtiss,3,464
Z008E0137,14,Y10,Curtiss,3,465
Z008E0139,16,Y10,Curtiss,3,466
Z008E0139,16,Y10,Curtiss,3,466
Z008E0139,14,Y10,Curtiss,3,466
Z008E0140,14,Y10,Curtiss,3,467
Z008E0140,14,Y10,Curtiss,3,467
Z008E0144,14,Y10,Curtiss,3,468
Z008E0144,14,Y10,Curtiss,3,468
Z008E0145,18,Y10,Curtiss,3,469
Z008E0146,12,Y10,Curtiss,3,470
Z008E0147,12,Y10,Curtiss,3,471
Z008E0148,14,Y10,Curtiss,3,472
Z008E0148,16,Y10,Curtiss,3,472
Z008E0150,16,Y10,Curtiss,3,473
Z008E0150,16,Y10,Curtiss,3,473
Z008E0151,14,Y10,Curtiss,3,474
Z008E0151,12,Y10,Curtiss,3,474
Z008E0152,12,Y10,Curtiss,3,475
Z008E0152,12,Y10,Curtiss,3,475
Z008E0153,14,Y10,Curtiss,3,476
Z008E0154,14,Y10,Curtiss,3,477
Z008E0157,16,Y10,Curtiss,3,478
Z008E0157,20,Y10,Curtiss,3,478
Z008E0158,14,Y10,Curtiss,3,479
Z008E0159,14,Y10,Curtiss,3,480
Z008E0160,16,Y10,Curtiss,3,481
Z008E0161,14,Y10,Curtiss,3,482
Z008E0161,12,Y10,Curtiss,3,482
Z008E0162,12,Y10,Curtiss,3,483
Z008E0162,12,Y10,Curtiss,3,483
Z008E0163,12,Y10,Curtiss,3,484
Z008E0165,16,Y10,Curtiss,3,485
Z008E0165,15,Y10,Curtiss,3,485
Z008E0167,14,Y10,Curtiss,3,486
Z008E0167,16,Y10,Curtiss,3,486
Z008E0168,14,Y10,Curtiss,3,487
Z008E0168,12,Y10,Curtiss,3,487
Z008E0169,14,Y10,Curtiss,3,488
Z008E0170,12,Y10,Curtiss,3,489
Z008E0173,18,Y10,Curtiss,3,490
Z008E0174,14,Y10,Curtiss,3,491
Z008E0176,14,Y10,Curtiss,3,492
Z008E0177,16,Y10,Curtiss,3,493
Z008E0177,16,Y10,Curtiss,3,493
Z008E0178,18,Y10,Curtiss,3,494
Z008E0179,17,Y10,Curtiss,3,495
Z008E0179,16,Y10,Curtiss,3,495
Z008E0180,18,Y10,Curtiss,3,496
Z008E0180,16,Y10,Curtiss,3,496
Z008E0181,12,Y10,Curtiss,3,497
Z008E0181,14,Y10,Curtiss,3,497
Z008E0183,14,Y10,Curtiss,3,498
Z008E0184,14,Y10,Curtiss,3,499
Z008E0184,14,Y10,Curtiss,3,499
Z008E0185,14,Y10,Curtiss,3,500
Z008E0186,12,Y10,Curtiss,3,501
Z008E0186,10,Y10,Curtiss,3,501
Z008E0187,14,Y10,Curtiss,3,502
Z008E0189,14,Y10,Curtiss,3,503
Z008E0189,14,Y10,Curtiss,3,503
Z008E0190,14,Y10,Curtiss,3,504
Z008E0191,18,Y10,Curtiss,3,505
Z008E0191,16,Y10,Curtiss,3,505
Z008E0192,14,Y10,Curtiss,3,506
Z008E0193,16,Y10,Curtiss,3,507
Z008E0193,16,Y10,Curtiss,3,507
Z008E0194,12,Y10,Curtiss,3,508
Z008E0194,14,Y10,Curtiss,3,508
Z008E0195,14,Y10,Curtiss,3,509
Z008E0195,14,Y10,Curtiss,3,509
Z008E0195,14,Y10,Curtiss,3,509
Z008E0196,16,Y10,Curtiss,3,510
Z008E0196,16,Y10,Curtiss,3,510
Z008E0197,14,Y10,Curtiss,3,511
Z008E0199,16,Y10,Curtiss,3,512
Z008E0200,12,Y10,Curtiss,3,513
Z008E0200,12,Y10,Curtiss,3,513
Z008E0200,12,Y10,Curtiss,3,513
Z008E0253,14,Y10,Curtiss,3,514
Z009E0002,14,Y10,Curtiss,3,515
Z009E0003,16,Y10,Curtiss,3,516
Z009E0003,16,Y10,Curtiss,3,516
Z009E0004,14,Y10,Curtiss,3,517
Z009E0007,12,Y10,Curtiss,3,518
Z009E0007,12,Y10,Curtiss,3,518
Z009E0007,12,Y10,Curtiss,3,518
Z009E0008,16,Y10,Curtiss,3,519
Z009E0009,12,Y10,Curtiss,3,520
Z009E0009,12,Y10,Curtiss,3,520
Z009E0009,12,Y10,Curtiss,3,520
Z009E0012,10,Y10,Curtiss,3,521
Z009E0013,12,Y10,Curtiss,3,522
Z009E0013,14,Y10,Curtiss,3,522
Z009E0014,16,Y10,Curtiss,3,523
Z009E0016,12,Y10,Curtiss,3,524
Z009E0017,10,Y10,Curtiss,3,525
Z009E0017,12,Y10,Curtiss,3,525
Z009E0017,12,Y10,Curtiss,3,525
Z009E0020,12,Y10,Curtiss,3,526
Z009E0020,12,Y10,Curtiss,3,526
Z009E0021,12,Y10,Curtiss,3,527
Z009E0022,16,Y10,Curtiss,3,528
Z009E0022,16,Y10,Curtiss,3,528
Z009E0024,16,Y10,Curtiss,3,529
Z009E0024,16,Y10,Curtiss,3,529
Z009E0025,16,Y10,Curtiss,3,530
Z009E0026,14,Y10,Curtiss,3,531
Z009E0027,14,Y10,Curtiss,3,532
Z009E0027,16,Y10,Curtiss,3,532
Z009E0027,14,Y10,Curtiss,3,532
Z009E0028,14,Y10,Curtiss,3,533
Z009E0028,14,Y10,Curtiss,3,533
Z009E0029,14,Y10,Curtiss,3,534
Z009E0030,16,Y10,Curtiss,3,535
Z009E0030,18,Y10,Curtiss,3,535
Z009E0030,14,Y10,Curtiss,3,535
Z009E0031,12,Y10,Curtiss,3,536
Z009E0031,12,Y10,Curtiss,3,536
Z009E0031,12,Y10,Curtiss,3,536
Z009E0032,14,Y10,Curtiss,3,537
Z009E0032,16,Y10,Curtiss,3,537
Z009E0033,10,Y10,Curtiss,3,538
Z009E0034,18,Y10,Curtiss,3,539
Z009E0035,18,Y10,Curtiss,3,540
Z009E0036,17,Y10,Curtiss,3,541
Z009E0036,18,Y10,Curtiss,3,541
Z009E0037,14,Y10,Curtiss,3,542
Z009E0038,16,Y10,Curtiss,3,543
Z009E0038,14,Y10,Curtiss,3,543
Z009E0038,14,Y10,Curtiss,3,543
Z009E0040,12,Y10,Curtiss,3,544
Z009E0041,14,Y10,Curtiss,3,545
Z009E0042,14,Y10,Curtiss,3,546
Z009E0042,14,Y10,Curtiss,3,546
Z009E0043,16,Y10,Curtiss,3,547
Z009E0045,10,Y10,Curtiss,3,548
Z009E0045,10,Y10,Curtiss,3,548
Z009E0047,14,Y10,Curtiss,3,549
Z009E0047,14,Y10,Curtiss,3,549
Z009E0048,15,Y10,Curtiss,3,550
Z009E0050,14,Y10,Curtiss,3,551
Z009E0050,12,Y10,Curtiss,3,551
Z009E0051,16,Y10,Curtiss,3,552
Z009E0051,16,Y10,Curtiss,3,552
Z009E0051,12,Y10,Curtiss,3,552
Z009E0052,18,Y10,Curtiss,3,553
Z009E0053,12,Y10,Curtiss,3,554
Z009E0053,12,Y10,Curtiss,3,554
Z009E0054,12,Y10,Curtiss,3,555
Z009E0054,12,Y10,Curtiss,3,555
Z009E0054,10,Y10,Curtiss,3,555
Z009E0055,14,Y10,Curtiss,3,556
Z009E0055,14,Y10,Curtiss,3,556
Z009E0055,15,Y10,Curtiss,3,556
Z009E0056,12,Y10,Curtiss,3,557
Z009E0057,12,Y10,Curtiss,3,558
Z009E0057,12,Y10,Curtiss,3,558
Z009E0058,12,Y10,Curtiss,3,559
Z009E0058,12,Y10,Curtiss,3,559
Z009E0058,12,Y10,Curtiss,3,559
Z009E0060,16,Y10,Curtiss,3,560
Z009E0061,14,Y10,Curtiss,3,561
Z009E0062,16,Y10,Curtiss,3,562
Z009E0063,20,Y10,Curtiss,3,563
Z009E0063,14,Y10,Curtiss,3,563
Z009E0064,12,Y10,Curtiss,3,564
Z009E0064,12,Y10,Curtiss,3,564
Z009E0066,16,Y10,Curtiss,3,565
Z009E0067,16,Y10,Curtiss,3,566
Z009E0068,10,Y10,Curtiss,3,567
Z009E0068,10,Y10,Curtiss,3,567
Z009E0070,16,Y10,Curtiss,3,568
Z009E0070,14,Y10,Curtiss,3,568
Z009E0070,14,Y10,Curtiss,3,568
Z009E0071,14,Y10,Curtiss,3,569
Z009E0072,14,Y10,Curtiss,3,570
Z009E0072,18,Y10,Curtiss,3,570
Z009E0073,14,Y10,Curtiss,3,571
Z009E0073,12,Y10,Curtiss,3,571
Z009E0074,14,Y10,Curtiss,3,572
Z009E0075,14,Y10,Curtiss,3,573
Z009E0075,16,Y10,Curtiss,3,573
Z009E0076,12,Y10,Curtiss,3,574
Z009E0076,12,Y10,Curtiss,3,574
Z009E0076,14,Y10,Curtiss,3,574
Z009E0077,18,Y10,Curtiss,3,575
Z009E0077,16,Y10,Curtiss,3,575
Z009E0078,14,Y10,Curtiss,3,576
Z009E0078,12,Y10,Curtiss,3,576
Z009E0078,12,Y10,Curtiss,3,576
Z009E0079,12,Y10,Curtiss,3,577
Z009E0080,12,Y10,Curtiss,3,578
Z009E0080,12,Y10,Curtiss,3,578
Z009E0084,16,Y10,Curtiss,3,580
Z009E0085,14,Y10,Curtiss,3,581
Z009E0086,14,Y10,Curtiss,3,582
Z009E0086,12,Y10,Curtiss,3,582
Z009E0087,12,Y10,Curtiss,3,583
Z009E0087,14,Y10,Curtiss,3,583
Z009E0088,12,Y10,Curtiss,3,584
Z009E0089,14,Y10,Curtiss,3,585
Z009E0089,12,Y10,Curtiss,3,585
Z009E0090,10,Y10,Curtiss,3,586
Z009E0091,14,Y10,Curtiss,3,587
Z009E0092,16,Y10,Curtiss,3,588
Z009E0092,16,Y10,Curtiss,3,588
Z009E0093,14,Y10,Curtiss,3,589
Z009E0093,14,Y10,Curtiss,3,589
Z009E0094,14,Y10,Curtiss,3,590
Z009E0094,12,Y10,Curtiss,3,590
Z009E0095,14,Y10,Curtiss,3,591
Z009E0095,14,Y10,Curtiss,3,591
Z009E0095,12,Y10,Curtiss,3,591
Z009E0096,16,Y10,Curtiss,3,592
Z009E0097,14,Y10,Curtiss,3,593
Z009E0098,12,Y10,Curtiss,3,594
Z009E0098,16,Y10,Curtiss,3,594
Z009E0098,16,Y10,Curtiss,3,594
Z009E0099,14,Y10,Curtiss,3,595
Z009E0101,12,Y10,Curtiss,3,596
Z009E0102,8,Y10,Curtiss,3,597
Z009E0102,12,Y10,Curtiss,3,597
Z009E0102,12,Y10,Curtiss,3,597
Z009E0103,16,Y10,Curtiss,3,598
Z009E0103,14,Y10,Curtiss,3,598
Z009E0104,12,Y10,Curtiss,3,599
Z009E0106,16,Y10,Curtiss,3,600
Z009E0106,14,Y10,Curtiss,3,600
Z009E0107,16,Y10,Curtiss,3,601
Z009E0107,16,Y10,Curtiss,3,601
Z009E0108,12,Y10,Curtiss,3,602
Z009E0109,14,Y10,Curtiss,3,603
Z009E0109,14,Y10,Curtiss,3,603
Z009E0110,10,Y10,Curtiss,3,604
Z009E0110,12,Y10,Curtiss,3,604
Z009E0111,12,Y10,Curtiss,3,605
Z009E0111,12,Y10,Curtiss,3,605
Z009E0111,12,Y10,Curtiss,3,605
Z009E0113,14,Y10,Curtiss,3,606
Z009E0113,14,Y10,Curtiss,3,606
Z009E0117,12,Y10,Curtiss,3,607
Z009E0118,14,Y10,Curtiss,3,608
Z009E0121,16,Y10,Curtiss,3,609
Z009E0126,10,Y10,Curtiss,3,610
Z009E0127,14,Y10,Curtiss,3,611
Z009E0128,16,Y10,Curtiss,3,612
Z009E0130,8,Y10,Curtiss,3,613
Z009E0131,12,Y10,Curtiss,3,614
Z009E0132,14,Y10,Curtiss,3,615
Z009E0135,16,Y10,Curtiss,3,616
Z009E0138,12,Y10,Curtiss,3,617
Z009E0141,12,Y10,Curtiss,3,618
Z009E0141,12,Y10,Curtiss,3,618
Z009E0143,16,Y10,Curtiss,3,619
Z009E0143,14,Y10,Curtiss,3,619
Z009E0143,14,Y10,Curtiss,3,619
Z009E0144,10,Y10,Curtiss,3,620
Z009E0145,12,Y10,Curtiss,3,621
Z009E0145,10,Y10,Curtiss,3,621
Z009E0146,18,Y10,Curtiss,3,622
Z009E0146,16,Y10,Curtiss,3,622
Z009E0146,14,Y10,Curtiss,3,622
Z009E0147,16,Y10,Curtiss,3,623
Z009E0149,12,Y10,Curtiss,3,624
Z009E0149,12,Y10,Curtiss,3,624
Z009E0149,12,Y10,Curtiss,3,624
Z009E0149,12,Y10,Curtiss,3,624
Z009E0150,16,Y10,Curtiss,3,625
Z009E0150,14,Y10,Curtiss,3,625
Z009E0151,14,Y10,Curtiss,3,626
Z009E0152,14,Y10,Curtiss,3,627
Z009E0152,14,Y10,Curtiss,3,627
Z009E0154,14,Y10,Curtiss,3,628
Z009E0154,12,Y10,Curtiss,3,628
Z009E0154,18,Y10,Curtiss,3,628
Z009E0155,14,Y10,Curtiss,3,629
Z009E0155,12,Y10,Curtiss,3,629
Z009E0156,18,Y10,Curtiss,3,630
Z009E0158,14,Y10,Curtiss,3,631
Z009E0158,14,Y10,Curtiss,3,631
Z009E0159,12,Y10,Curtiss,3,632
Z009E0160,12,Y10,Curtiss,3,633
Z009E0161,14,Y10,Curtiss,3,634
Z009E0162,14,Y10,Curtiss,3,635
Z009E0162,12,Y10,Curtiss,3,635
Z009E0164,14,Y10,Curtiss,3,636
Z009E0165,14,Y10,Curtiss,3,637
Z009E0165,13,Y10,Curtiss,3,637
Z009E0165,12,Y10,Curtiss,3,637
Z009E0166,14,Y10,Curtiss,3,638
Z009E0166,14,Y10,Curtiss,3,638
Z009E0166,14,Y10,Curtiss,3,638
Z009E0166,14,Y10,Curtiss,3,638
Z009E0167,16,Y10,Curtiss,3,639
Z009E0167,14,Y10,Curtiss,3,639
Z009E0167,16,Y10,Curtiss,3,639
Z009E0168,16,Y10,Curtiss,3,640
Z009E0168,16,Y10,Curtiss,3,640
Z009E0169,16,Y10,Curtiss,3,641
Z009E0169,14,Y10,Curtiss,3,641
Z009E0170,14,Y10,Curtiss,3,642
Z009E0171,14,Y10,Curtiss,3,643
Z009E0173,14,Y10,Curtiss,3,644
Z009E0174,12,Y10,Curtiss,3,645
Z009E0175,18,Y10,Curtiss,3,646
Z009E0176,18,Y10,Curtiss,3,647
Z009E0176,18,Y10,Curtiss,3,647
Z009E0177,12,Y10,Curtiss,3,648
Z009E0177,12,Y10,Curtiss,3,648
Z009E0178,12,Y10,Curtiss,3,649
Z009E0178,14,Y10,Curtiss,3,649
Z009E0179,16,Y10,Curtiss,3,650
Z009E0179,16,Y10,Curtiss,3,650
Z009E0179,16,Y10,Curtiss,3,650
Z009E0181,12,Y10,Curtiss,3,651
Z009E0181,12,Y10,Curtiss,3,651
Z009E0181,12,Y10,Curtiss,3,651
Z009E0184,18,Y10,Curtiss,3,652
Z009E0185,14,Y10,Curtiss,3,653
Z009E0190,12,Y10,Curtiss,3,654
Z009E0190,12,Y10,Curtiss,3,654
Z009E0192,16,Y10,Curtiss,3,655
Z009E0194,16,Y10,Curtiss,3,656
Z009E0194,16,Y10,Curtiss,3,656
Z009E0197,12,Y10,Curtiss,3,657
Z009E0198,12,Y10,Curtiss,3,658
Z021E0002,16,Y10,Curtiss,3,1385
Z021E0002,16,Y10,Curtiss,3,1385
Z021E0004,14,Y10,Curtiss,3,1386
Z021E0005,12,Y10,Curtiss,3,1387
Z021E0005,10,Y10,Curtiss,3,1387
Z021E0005,10,Y10,Curtiss,3,1387
Z021E0006,14,Y10,Curtiss,3,1388
Z021E0007,12,Y10,Curtiss,3,1389
Z021E0007,12,Y10,Curtiss,3,1389
Z021E0009,14,Y10,Curtiss,3,1390
Z021E0009,14,Y10,Curtiss,3,1390
Z021E0010,10,Y10,Curtiss,3,1391
Z021E0010,12,Y10,Curtiss,3,1391
Z021E0011,12,Y10,Curtiss,3,1392
Z021E0011,12,Y10,Curtiss,3,1392
Z021E0012,14,Y10,Curtiss,3,1393
Z021E0016,14,Y10,Curtiss,3,1394
Z021E0016,13,Y10,Curtiss,3,1394
Z021E0019,18,Y10,Curtiss,3,1395
Z021E0019,18,Y10,Curtiss,3,1395
Z021E0019,20,Y10,Curtiss,3,1395
Z021E0025,12,Y10,Curtiss,3,1396
Z021E0025,12,Y10,Curtiss,3,1396
Z021E0026,12,Y10,Curtiss,3,1397
Z021E0026,14,Y10,Curtiss,3,1397
Z021E0028,16,Y10,Curtiss,3,1398
Z021E0028,16,Y10,Curtiss,3,1398
Z021E0030,14,Y10,Curtiss,3,1399
Z021E0030,16,Y10,Curtiss,3,1399
Z021E0032,16,Y10,Curtiss,3,1400
Z021E0033,12,Y10,Curtiss,3,1401
Z021E0033,12,Y10,Curtiss,3,1401
Z021E0042,12,Y10,Curtiss,3,1403
Z021E0042,14,Y10,Curtiss,3,1403
Z021E0043,12,Y10,Curtiss,3,1404
Z021E0045,12,Y10,Curtiss,3,1405
Z021E0045,12,Y10,Curtiss,3,1405
Z021E0045,14,Y10,Curtiss,3,1405
Z021E0046,22,Y10,Curtiss,3,1406
Z021E0046,18,Y10,Curtiss,3,1406
Z021E0047,14,Y10,Curtiss,3,1407
Z021E0048,14,Y10,Curtiss,3,1408
Z021E0048,14,Y10,Curtiss,3,1408
Z021E0048,14,Y10,Curtiss,3,1408
Z021E0048,14,Y10,Curtiss,3,1408
Z021E0050,12,Y10,Curtiss,3,1409
Z021E0050,14,Y10,Curtiss,3,1409
Z021E0051,12,Y10,Curtiss,3,1410
Z021E0051,14,Y10,Curtiss,3,1410
Z021E0051,12,Y10,Curtiss,3,1410
Z021E0053,12,Y10,Curtiss,3,1411
Z021E0053,12,Y10,Curtiss,3,1411
Z021E0053,12,Y10,Curtiss,3,1411
Z021E0054,18,Y10,Curtiss,3,1412
Z021E0054,18,Y10,Curtiss,3,1412
Z021E0055,12,Y10,Curtiss,3,1413
Z021E0056,16,Y10,Curtiss,3,1414
Z021E0057,18,Y10,Curtiss,3,1415
Z021E0057,16,Y10,Curtiss,3,1415
Z021E0058,14,Y10,Curtiss,3,1416
Z021E0059,14,Y10,Curtiss,3,1417
Z021E0060,14,Y10,Curtiss,3,1418
Z021E0061,18,Y10,Curtiss,3,1419
Z021E0061,14,Y10,Curtiss,3,1419
Z021E0062,14,Y10,Curtiss,3,1420
Z021E0063,20,Y10,Curtiss,3,1421
Z021E0064,16,Y10,Curtiss,3,1422
Z021E0064,14,Y10,Curtiss,3,1422
Z021E0065,14,Y10,Curtiss,3,1423
Z021E0065,14,Y10,Curtiss,3,1423
Z021E0065,14,Y10,Curtiss,3,1423
Z021E0067,12,Y10,Curtiss,3,1424
Z021E0070,14,Y10,Curtiss,3,1425
Z021E0070,16,Y10,Curtiss,3,1425
Z021E0071,17,Y10,Curtiss,3,1426
Z021E0073,14,Y10,Curtiss,3,1427
Z021E0073,18,Y10,Curtiss,3,1427
Z021E0073,14,Y10,Curtiss,3,1427
Z021E0073,14,Y10,Curtiss,3,1427
Z021E0074,14,Y10,Curtiss,3,1428
Z021E0075,16,Y10,Curtiss,3,1429
Z021E0075,16,Y10,Curtiss,3,1429
Z021E0075,18,Y10,Curtiss,3,1429
Z021E0076,14,Y10,Curtiss,3,1430
Z021E0077,18,Y10,Curtiss,3,1431
Z021E0077,16,Y10,Curtiss,3,1431
Z021E0078,12,Y10,Curtiss,3,1432
Z021E0081,14,Y10,Curtiss,3,1433
Z021E0081,16,Y10,Curtiss,3,1433
Z021E0084,14,Y10,Curtiss,3,1434
Z021E0084,12,Y10,Curtiss,3,1434
Z021E0086,16,Y10,Curtiss,3,1435
Z021E0086,16,Y10,Curtiss,3,1435
Z021E0087,18,Y10,Curtiss,3,1436
Z021E0088,12,Y10,Curtiss,3,1437
Z021E0089,12,Y10,Curtiss,3,1438
Z021E0089,12,Y10,Curtiss,3,1438
Z021E0090,16,Y10,Curtiss,3,1439
Z021E0091,12,Y10,Curtiss,3,1440
Z021E0091,12,Y10,Curtiss,3,1440
Z021E0091,12,Y10,Curtiss,3,1440
Z021E0091,14,Y10,Curtiss,3,1440
Z021E0092,14,Y10,Curtiss,3,1441
Z021E0092,14,Y10,Curtiss,3,1441
Z021E0092,12,Y10,Curtiss,3,1441
Z021E0094,12,Y10,Curtiss,3,1442
Z021E0096,12,Y10,Curtiss,3,1443
Z021E0096,16,Y10,Curtiss,3,1443
Z021E0096,14,Y10,Curtiss,3,1443
Z021E0097,12,Y10,Curtiss,3,1444
Z021E0098,18,Y10,Curtiss,3,1445
Z021E0100,22,Y10,Curtiss,3,1446
Z021E0100,16,Y10,Curtiss,3,1446
Z021E0101,14,Y10,Curtiss,3,1447
Z021E0102,12,Y10,Curtiss,3,1448
Z021E0103,16,Y10,Curtiss,3,1449
Z021E0103,18,Y10,Curtiss,3,1449
Z021E0103,18,Y10,Curtiss,3,1449
Z021E0104,18,Y10,Curtiss,3,1450
Z021E0104,16,Y10,Curtiss,3,1450
Z021E0105,14,Y10,Curtiss,3,1451
Z021E0105,12,Y10,Curtiss,3,1451
Z021E0105,14,Y10,Curtiss,3,1451
