Env,DistB73,SS,NSS,TS,INBRED,10KW_Inbred,KC_Inbred,CD_Inbred,CL_Inbred,CW_Inbred,TKW_Inbred,10KW_B73,KC_B73,CD_B73,CL_B73,CW_B73,TKW_B73,10KW_Hyb,KC_Hyb,CD_Hyb,CL_Hyb,CW_Hyb,TKW_Hyb,10KW_bph,CD_bph,CL_bph,CW_bph,TKW_bph
02F,1.4929041,0.002,0.993,0.005,Pa880,2.6,178.0769231,28.51,99.06,21.8,46.3,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.575,416.1538462,29.386,148.804,33.55,148.775,0.008333333,1.458333333,8.413333325,2.95,8.275
02F,1.92368701,0.001,0.997,0.002,Pa91,2.78,133.4532374,21.28,92.104,7.64,37.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.76,392.606383,30.974,139.932,28.32,147.62,0.098333333,2.156666668,11.89133333,4.13,12.875
02F,2.47373335,0.003,0.007,0.99,Q6199,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.55,311.6431924,27.19666667,120.5816667,25.6,110.6333333,.,.,.,.,.
02F,1.26976054,0.113,0.855,0.032,R109B,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.28,359.2073171,27.5,129.946,22.04,117.82,.,.,.,.,.
02F,1.35314215,0.002,0.996,0.002,R168,1.675,117.0149254,17.1625,69.03,5.2,19.6,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.9,395.3793103,25.506,139.688,22.68,114.66,0.454166667,4.215416668,23.42833333,5.35,21.625
02F,1.39759392,0.122,0.875,0.003,R177,2.8,247.5,24.5775,104.375,9.4,69.3,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.1,287.2357724,29.76166667,147.385,25.08333333,117.7666667,0.108333333,0.507916668,5.755833325,3.25,3.225
02F,0.22595649,0.991,0.002,0.007,R229,3.2,214.875,30.88,99.58,16.28,68.76,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.3,303.3333333,30.645,118.19,25.75,100.1,0.308333333,2.643333333,8.153333325,0.19,2.955
02F,1.59826461,0.019,0.979,0.002,R4,1.94,260.7216495,24.91,112.948,12.6,50.58,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.58,460.7751938,26.164,143.204,23.82,118.88,0.321666667,0.341666668,1.469333325,1.65,6.135
02F,1.4929041,0,0,0,SA24,1.725,277.2463768,18.9425,147.5175,11.675,47.825,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.02,551.3245033,27.476,178.254,31.24,166.5,0.429166667,3.325416668,15.81541668,2.1125,7.5125
02F,1.65542303,0.002,0.579,0.419,SC213R,1.96,84.48979592,23.526,87.282,10.64,16.56,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.96,438.4848485,31.988,172.52,44.44,173.64,0.311666667,1.033666668,14.30233333,2.63,23.145
02F,2.0907411,0.003,0.622,0.375,SC357,1.86,186.9892473,21.758,86.718,13.2,34.78,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.06,441.503268,30.012,153.074,33.56,135.1,0.361666667,1.917666668,14.58433333,1.35,14.035
02F,2.23734457,0.046,0.626,0.328,SC55,2.14,216.3551402,26.3,76.706,6.46,46.3,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.42,368.245614,31.05,141.91,27.7,125.94,0.221666667,0.353333333,19.59033333,4.72,8.275
02F,1.05464917,0.417,0.581,0.002,SD40,3.05,82.62295082,22.2825,57.25,5.575,25.2,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.44,304.244186,27.67,139.87,19.08,104.66,0.233333333,1.655416668,29.31833333,5.1625,18.825
02F,1.26976054,0.006,0.993,0.001,SD44,2.4,111.3333333,21.284,91.176,9.7,26.72,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.4,461.8823529,29.268,144.578,26.76,157.04,0.091666667,2.154666668,12.35533333,3.1,18.065
02F,1.7462971,0,0,0,Sg1533,1.86,242.3655914,22.192,99.8,10.08,45.08,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.04,370.9210526,26.88,157.208,23.96,112.76,0.361666667,1.700666668,8.043333325,2.91,8.885
02F,1.78058617,0,0,0,Sg18,1.14,270.3508772,20.042,91.85,7.06,30.82,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.74,423.8686131,24.81,140.906,19.96,116.14,0.721666667,2.775666668,12.01833333,4.42,16.015
02F,1.54419739,0.14,0.459,0.401,T232,3.54,135.0847458,22.858,102.38,12.9,47.82,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.12,361.6990291,24.484,144.608,25.58,149.02,0.478333333,1.367666668,6.753333325,1.5,7.515
02F,1.65542303,0.003,0.985,0.012,T234,2.325,187.5268817,23.175,95.7625,10.675,43.6,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.66,392.6229508,25.994,149.55,25.76,143.7,0.129166667,1.209166668,10.06208333,2.6125,9.625
02F,1.4929041,0.003,0.989,0.008,T8,2.6,222.0192308,18.7375,106.9,9.85,57.725,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.4,469.9411765,27.482,161.364,26.24,159.78,0.008333333,3.427916668,4.493333325,3.025,2.5625
02F,1.58696506,0.065,0.36,0.575,Tx303,3.24,160.7407407,28.004,108.85,11.9,52.08,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.80375,409.1718699,27.96,121.792,22.1,155.63875,0.328333333,1.205333333,3.518333325,2,5.385
02F,1.86321843,0.003,0.005,0.992,Tzi10,2.06,256.5048544,23.402,118.4,13.46,52.84,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.52,349.6590909,30.838,157.606,27.4,123.08,0.261666667,1.095666668,1.256666675,1.22,5.005
02F,2.6968769,0.002,0.184,0.814,Tzi11,1.98,131.8181818,22.954,75.21,8.14,26.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.275,393.0534351,29.7375,127.4475,25.625,128.725,0.301666667,1.319666668,20.33833333,3.88,18.375
02F,1.31058254,0.248,0.351,0.401,Tzi16,2.44,332.4590164,30.262,118.202,18.94,81.12,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.88,565.7638889,31.134,143.106,31.32,162.94,0.071666667,2.334333333,1.157666675,1.52,9.135
02F,2.04628933,0.002,0.003,0.995,Tzi18,3.08,146.4935065,27.49,108.048,17.66,45.12,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.275,434.7328244,28.928,143.686,27.35,142.375,0.248333333,0.948333332,3.919333325,0.88,8.865
02F,1.08743899,0.305,0.086,0.609,Tzi25,3.16,199.2405063,21.722,120.954,19.4,62.96,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.5,387.2,29.458,153.324,27.28,135.52,0.288333333,1.935666668,2.533666675,1.75,0.055
02F,2.00372972,0.041,0.005,0.954,Tzi8,2.56,242.421875,29.34,111.314,17.98,62.06,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.525,377.3262411,31.93,127.846,26.48,133.0075,0.011666667,1.873333333,2.286333325,1.04,0.395
02F,1.96290773,0.008,0.011,0.981,Tzi9,2.325,249.5698925,23.4625,98.965,12.225,58.025,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.76,445.0531915,29.644,152.506,29.66,167.34,0.129166667,1.065416668,8.460833325,1.8375,2.4125
02F,2.00372972,0.002,0.595,0.403,U267Y,2.8,106.6071429,25.115,86.45,16.15,29.85,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.02,385.0124378,31.428,151.292,39.28,154.775,0.108333333,0.239166668,14.71833333,0.125,16.5
02F,1.59826461,0.001,0.994,0.005,Va102,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.86,360.7772021,30.69,159.584,32.94,139.26,.,.,.,.,.
02F,1.4929041,0.002,0.995,0.003,Va14,1.9,229.6052632,21.0425,94.6725,10.5,43.625,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.12,581.4102564,29.572,149.19,29.5,181.4,0.341666667,2.275416668,10.60708333,2.7,9.6125
02F,1.59826461,0.002,0.997,0.001,Va17,2.333333333,87.85714287,20.95666667,94.37,10.4,20.5,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.76,403.3510638,30.514,160.32,36.06,151.66,0.125,2.318333333,10.75833333,2.75,21.175
02F,1.78058617,0.001,0.995,0.004,Va22,2.7,140.0740741,23.064,99.576,12.38,37.82,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.7,533.4054054,31.842,170.276,37.12,197.36,0.058333333,1.264666668,8.155333325,1.76,12.515
02F,1.87464713,0.005,0.983,0.012,Va26,2.4,203.3333333,22.982,89.398,8.42,48.8,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.66,356.9398907,25.994,134.748,20.66,130.64,0.091666667,1.305666668,13.24433333,3.74,7.025
02F,1.35314215,0.002,0.996,0.002,Va35,3.275,202.1374046,25.315,120.835,12.925,66.2,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.44,500.2906977,26.392,165.668,28.98,172.1,0.345833333,0.139166668,2.474166675,1.4875,1.675
02F,1.26976054,0.003,0.994,0.003,Va59,3.8,77.36842105,24.46,79.93,8.3,29.4,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.16,372.7884615,29.69,169.072,33.18,155.08,0.608333333,0.566666667,17.97833333,3.8,16.725
02F,1.71604765,0.014,0.983,0.003,Va85,3.06,230.5882353,25.292,128.51,11.26,70.56,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.7,451.0810811,33.73,181.3,39.2,166.9,0.238333333,0.150666668,6.311666675,2.32,3.855
02F,1.42058343,0.158,0.84,0.002,Va99,3.06,211.6993464,26.954,116.226,12.34,64.78,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.52,423.4659091,29.142,148.284,25.52,149.06,0.238333333,0.680333332,0.169666675,1.78,0.965
02F,1.62643549,0.02,0.724,0.256,VaW6,2.58,200.0775194,23.04,135.756,12.66,51.62,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.78,370.6878307,28.36,179.802,31.94,140.12,0.001666667,1.276666668,9.934666675,1.62,5.615
02F,1.21149164,0.159,0.617,0.224,W117Ht,3.1,120.3225806,15.61,91.75,5.6,37.3,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.66,418.9071038,26.812,144.13,22.66,153.32,0.258333333,4.991666668,12.06833333,5.15,12.775
02F,1.33163595,0.145,0.853,0.002,W153R,1.1,80,19.82,60.05,5.9,8.8,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.54,353.0508475,27.798,126.582,23.26,124.98,0.741666667,2.886666668,27.91833333,5,27.025
02F,1.23053983,0.153,0.845,0.002,W182B,2.08,153.5576923,21,84.756,7.56,31.94,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.02,466.0264901,29.386,143.48,27.54,140.74,0.251666667,2.296666668,15.56533333,4.17,15.455
02F,1.23053983,0.063,0.931,0.006,W22,2.4,148.2291667,23.695,99.46,6.95,35.575,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.16,394.6202532,30.276,160.786,31.22,124.7,0.091666667,0.949166667,8.213333325,4.475,13.6375
02F,1.68527599,0.005,0.993,0.002,W401,2.075,198.0722892,21.2775,91.1025,8.5,41.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.32,396.0843373,27.036,163.31,26.8,131.5,0.254166667,2.157916668,12.39208333,3.7,10.875
02F,1.58696506,0.001,0.998,0.001,W64A,2.34,187.8632479,21.84,93.57,7.14,43.96,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.26,449.3251534,29.598,159.904,31.92,146.48,0.121666667,1.876666668,11.15833333,4.38,9.445
02F,1.39759392,0.014,0.97,0.016,WD,1.75,143.7142857,18.03,97.435,6.5,25.15,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.44,308.1976744,25.762,142.584,20.16,106.02,0.416666667,3.781666668,9.225833325,4.7,18.85
02F,1.35314215,0.005,0.994,0.001,Wf9,2.275,139.1208791,21.02,81.8675,6.375,31.65,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.2,422.5,29.295,173.435,34.05,177.45,0.154166667,2.286666668,17.00958333,4.7625,15.6
03M,1.39759392,0.014,0.972,0.014,33-16,1.6,131.875,22.98,99.655,10.7,21.1,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.78,758.3146067,28.472,184.496,32.78,134.98,0.085,0.680065789,9.988618421,1.223684211,11.12697368
03M,1.73649679,0.003,0.993,0.004,38-11,2.175,168.5057471,19.575,108.4575,11.625,36.65,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.94,633.7113402,26.92,179.188,23.46,122.94,0.2025,2.382565789,5.587368421,0.761184211,3.351973684
03M,1.58696506,0.071,0.917,0.012,4226,1.6,247.2916667,20.09833333,119.4283333,11.11666667,39.56666667,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.22,649.3693694,26.37,174.584,30.34,144.16,0.085,2.120899124,0.101951771,1.015350876,1.893640349
03M,1.84957904,0.035,0.854,0.111,4722,1.05,186.1904762,19.6425,115.815,10.525,19.55,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.14,562.8971963,24.68,184.71,27.94,120.46,0.36,2.348815789,1.908618421,1.311184211,11.90197368
03M,1.28996325,0.189,0.785,0.026,796,2.833333333,317.882353,21.77333333,124.6366667,16.23333333,90.06666667,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,3.08,575.3246753,25.828,179.716,27.94,177.2,0.531666667,1.283399124,2.502214929,1.542982454,23.35635965
03M,1.59826461,0,0,0,81-1,2,15.5,14.345,77.675,3.75,3.1,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.275,427.2527473,26.18,148.1925,18.425,97.2,0.115,4.997565789,20.97861842,4.698684211,20.12697368
03M,1.10424611,0.762,0.017,0.221,A214N,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,3.18,558.6163522,23.786,199.172,27.6,177.64,.,.,.,.,.
03M,1.92368701,0.005,0.531,0.464,A441-5,2.62,115.7251908,21.252,88.596,10.44,30.32,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.64,567.9545455,26.182,180.318,27.86,149.94,0.425,1.544065789,15.51811842,1.353684211,6.516973684
03M,1.26976054,0.019,0.979,0.002,A554,1.52,205.6578947,21.422,101.506,10.5,31.26,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.72,494.4117647,26.166,176.08,31,134.48,0.125,1.459065789,9.063118421,1.323684211,6.046973684
03M,1.33163595,0.004,0.994,0.002,A556,3.15,134.1269841,21.71,103.75,13.75,42.25,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.26,522.3893805,25.572,166.542,24.62,118.06,0.69,1.315065789,7.941118421,0.301315789,0.551973684
03M,1.70181123,0.003,0.03,0.967,A6,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,3.5,254.4285714,28.185,153.8325,22.2,89.05,.,.,.,.,.
03M,1.59826461,0.009,0.99,0.001,A619,2,156.4,27.77,137.924,16.24,31.28,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.64,522.4242424,29.792,164.996,25.7,137.92,0.115,1.714934211,9.145881579,1.546315789,6.036973684
03M,0.85299588,0.993,0.004,0.003,A632,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.18,479.1743119,23.156,168.636,21.18,104.46,.,.,.,.,.
03M,0.82667857,0.897,0.1,0.003,A634,1.86,213.0107527,23.738,138.086,15.36,39.62,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.54,465.2755906,26.162,170.478,25.6,118.18,0.045,0.301065789,9.226881579,1.106315789,1.866973684
03M,0.85299588,0.825,0.171,0.004,A635,1.56,215.6410256,18.25,127.176,8.38,33.64,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.42,501.9008264,27.108,162.992,24.28,121.46,0.105,3.045065789,3.771881579,2.383684211,4.856973684
03M,1.02290047,0.517,0.481,0.002,A641,2.28,122.4561404,21.866,128.758,11.18,27.92,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.08,514.9038462,27.23,170.144,22.36,107.1,0.255,1.237065789,4.562881579,0.983684211,7.716973684
03M,1.23053983,0.083,0.915,0.002,A654,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.86,485.8041958,27.52,172.436,30.26,138.94,.,.,.,.,.
03M,1.68527599,0.006,0.991,0.003,A659,2.68,142.6865672,27.46,117.736,20.36,38.24,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.76,631.6666667,29.024,183.332,33.3,174.34,0.455,1.559934211,0.948118421,3.606315789,2.556973684
03M,1.44411393,0.111,0.852,0.037,A661,1.82,144.2857143,21.62,112.802,14.92,26.26,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.68,653.2142857,27.366,161.206,25.98,109.74,0.025,1.360065789,3.415118421,0.886315789,8.546973684
03M,0.41109893,0.862,0.127,0.011,A679,1.46,355.2054795,25.01,121.02,14.48,51.86,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.62,413.9506173,26.492,135.792,15.68,67.06,0.155,0.334934211,0.693881579,0.666315789,4.253026316
03M,0.16450371,0.993,0.004,0.003,A680,1.56,331.2820513,22.72,132.702,14.82,51.68,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.66,497.7108434,24.72,143.23,18.62,82.62,0.105,0.810065789,6.534881579,0.836315789,4.163026316
03M,1.92368701,0.002,0.997,0.001,A682,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.6,593.8461538,26.002,198.848,30.62,154.4,.,.,.,.,.
03M,1.88594668,0.002,0.776,0.222,Ab28A,2.6,21.92307692,18.77,73.99,7.3,5.7,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.44,416.557377,26.38,158.348,19.84,101.64,0.415,2.785065789,22.82111842,2.923684211,18.82697368
03M,1.12134054,0.429,0.57,0.001,B10,2.166666667,99.69230768,18.21,114.3033333,10.26666667,21.6,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.96,536.5306122,29.642,171.64,33.46,105.16,0.198333334,3.065065789,2.664451771,1.440350876,10.87697368
03M,0.5866637,0.694,0.305,0.001,B104,2.46,194.3902439,23.934,103.234,17.04,47.82,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,3,566.0833333,30.7025,175.8425,41.025,169.825,0.345,0.203065789,8.199118421,1.946315789,2.233026316
03M,1.12134054,0.397,0.566,0.037,B105,2.34,178.2051282,20.662,142.364,13.46,41.7,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,3.225,542.3255814,28.0225,191.4625,35.65,174.9,0.285,1.839065789,11.36588158,0.156315789,0.826973684
03M,0.24730962,0.995,0.003,0.002,B109,1.94,241.5463918,22.178,120.782,12.08,46.86,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.72,378.255814,25.398,129.702,13.94,65.06,0.085,1.081065789,0.574881579,0.533684211,1.753026316
03M,1.57086564,0.061,0.847,0.092,B115,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.8,600.0714286,24.968,185.916,26.44,168.02,.,.,.,.,.
03M,0.7873344,0.998,0.001,0.001,B14A,2.033333333,138.852459,18.09333333,126.7466667,8.8,28.23333333,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.14,503.9252336,25.386,166.408,23.12,107.84,0.131666667,3.123399124,3.557214929,2.173684211,7.560307019
03M,1.23053983,0.233,0.756,0.011,B164,2.04,285.3921569,19.152,138.282,12.64,58.22,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.4,595.75,24.474,183.686,24.24,142.98,0.135,2.594065789,9.324881579,0.253684211,7.433026316
03M,1.68527599,0.007,0.988,0.005,B2,2.55,91.66666667,22.0875,128.445,20.525,23.375,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.72,590.3676471,26.686,169.284,35.78,160.58,0.39,1.126315789,4.406381579,3.688815789,9.989473684
03M,0.98082925,0.997,0.002,0.001,B37,2.34,122.5641026,21.098,109.146,11.78,28.68,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.54,556.5354331,27.26,172.27,31.52,141.36,0.285,1.621065789,5.243118421,0.683684211,7.336973684
03M,1.1927995,0.214,0.784,0.002,B46,2.68,196.0447761,21.246,143.944,16.32,52.54,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.64,523.0487805,26.532,161.676,20.46,85.78,0.455,1.547065789,12.15588158,1.586315789,4.593026316
03M,1.35314215,0.002,0.996,0.002,B57,2.86,303.986014,30.038,138.26,31.38,86.94,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,3.4,309.5294118,29.7,156.446,20.14,105.24,0.545,2.848934211,9.313881579,9.116315789,21.79302632
03M,0.86859586,0.988,0.002,0.01,B64,1.8,60.83333333,14.975,101.47,6.25,10.95,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.38,464.2016807,26.012,176.62,27.2,110.48,0.015,4.682565789,9.081118421,3.448684211,16.20197368
03M,0.82507472,0.998,0.001,0.001,B68,1.8,46.66666667,20.18,117.98,11.7,8.4,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.88,440.5319149,23.758,163.696,18.08,82.82,0.015,2.080065789,0.826118421,0.723684211,17.47697368
03M,0.02849196,0.999,0.001,1.10E-16,B73Htrhm,1.96,168.5714286,26.988,118.706,16.2,33.04,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.74,396.5517241,28.454,130.038,16.44,69,0.095,1.323934211,0.463118421,1.526315789,5.156973684
03M,1.42058343,0.005,0.993,0.002,B75,2.75,250.2727273,23.7625,140.12,19.225,68.825,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.12,599.9056604,27.156,169.962,24.96,127.18,0.49,0.288815789,10.24388158,3.038815789,12.73552632
03M,1.12134054,0.912,0.087,0.001,B76,3.06,218.1045752,24.472,147.604,21.26,66.74,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.5,358.56,27.214,153.262,22.58,89.64,0.645,0.065934211,13.98588158,4.056315789,11.69302632
03M,1.46821148,0.083,0.915,0.002,B77,1.74,273.3333333,21.604,145.552,8.72,47.56,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.88,730.9574468,26.364,172.638,22.96,137.42,0.015,1.368065789,12.95988158,2.213684211,2.103026316
03M,1.12134054,0.305,0.693,0.002,B79,2.8,119.4642857,23.4475,104.72,14.35,33.45,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.22,537.9279279,28.21,151.154,23.64,119.42,0.515,0.446315789,7.456118421,0.601315789,4.951973684
03M,0.60707257,0.996,0.003,0.001,B84,2.5,142.88,21.882,107.766,13.12,35.72,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.9,435.8947368,25.286,143.738,18.44,82.82,0.365,1.229065789,5.933118421,0.013684211,3.816973684
03M,1.5182219,0.016,0.981,0.003,B97,2.82,178.2269504,20.484,126.42,13.8,50.26,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.76,605.7971014,26.484,187.934,31.58,167.2,0.525,1.928065789,3.393881579,0.326315789,3.453026316
03M,1.78058617,0.004,0.993,0.003,CH701-30,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.36,538.8983051,24.412,173.808,21.34,127.18,.,.,.,.,.
03M,1.5182219,0.003,0.992,0.005,CH9,1.8,139.7777778,22.658,103.394,13.46,25.16,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.4,565.4166667,28.076,166.044,26.64,135.7,0.015,0.841065789,8.119118421,0.156315789,9.096973684
03M,1.68527599,0.006,0.992,0.002,CI187-2,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.32,324.9137931,22.902,131.478,19.18,75.38,.,.,.,.,.
03M,1.5182219,0.119,0.866,0.015,CI21E,2.35,149.6808511,23.46,113.6525,15.35,35.175,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.68,613.0597015,27.048,177.898,30.68,164.3,0.29,0.440065789,2.989868421,1.101315789,4.089473684
03M,1.71604765,0.004,0.749,0.247,CI28A,2.78,168.6330935,21.752,109.098,16.84,46.88,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.9,633.0344828,27.658,191.028,37.58,183.58,0.505,1.294065789,5.267118421,1.846315789,1.763026316
03M,1.65542303,0.002,0.994,0.004,CI31A,1.92,70.10416667,16.57,83.54,5.12,13.46,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.94,382.9896907,33.714,154.122,17.46,74.3,0.075,3.885065789,18.04611842,4.013684211,14.94697368
03M,1.46821148,0.083,0.905,0.012,CI3A,2.64,265.4545455,27.944,112.266,17.36,70.08,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.38,650.4201681,28.92,177.564,32.9,154.8,0.435,1.801934211,3.683118421,2.106315789,13.36302632
03M,1.78058617,0.011,0.988,0.001,CI44,1.9,212.9473684,21.706,97.15,9,40.46,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.12,691.8867925,28.348,164.89,27.1,146.68,0.065,1.317065789,11.24111842,2.073684211,1.446973684
03M,1.74779635,0.012,0.986,0.002,CI64,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.8,711.2142857,28.118,197.684,33.64,199.14,.,.,.,.,.
03M,1.4929041,0.011,0.935,0.054,CI66,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.62,475.8778626,26.38,147.658,21.1,124.68,.,.,.,.,.
03M,1.84957904,0.004,0.994,0.002,CI7,1.975,132.0253165,21.1825,96.2175,11.5,26.075,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,2.58,737.3643411,27.058,189.314,35.36,190.24,0.1025,1.578815789,11.70736842,0.823684211,8.639473684
03M,1.88594668,0.003,0.737,0.26,CI90C,.,.,.,.,.,.,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.56,803.8461538,25.42,165.036,25.14,125.4,.,.,.,.,.
03M,1.71604765,0.002,0.997,0.001,CI91B,1.975,103.164557,15.8575,101.815,6.05,20.375,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,.,.,.,.,.,.,.,.,.,.,.
03M,0.89132411,0.997,0.002,0.001,CM174,1.78,238.0898876,26.858,129.194,18.82,42.38,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.96,522.0408163,28.802,185.47,25.64,102.32,0.005,1.258934211,4.780881579,2.836315789,0.486973684
