Env,DistB73,SS,NSS,TS,INBRED,10KW_Inbred,KC_Inbred,CD_Inbred,CL_Inbred,CW_Inbred,TKW_Inbred,10KW_B73,KC_B73,CD_B73,CL_B73,CW_B73,TKW_B73,10KW_Hyb,KC_Hyb,CD_Hyb,CL_Hyb,CW_Hyb,TKW_Hyb,10KW_bph,CD_bph,CL_bph,CW_bph,TKW_bph
03W,1.12134054,0.429,0.57,0.001,B10,3.2,137.5,28.90333333,173.4066667,38.2,44,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.9,645.6551724,30.608,185.45,48.06,187.24,0.399824561,0.856543858,26.46877195,9.551184211,19.91885965
03W,0.5866637,0.694,0.305,0.001,B104,2.9,234.5689655,25.7775,112.8625,20.2,68.025,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,.,.,.,.,.,.,.,.,.,.,.
03W,1.12134054,0.397,0.566,0.037,B105,2.64,240.4545455,24.772,156.538,21.82,63.48,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.3,545.530303,28.32,177.2225,33.85,180.025,0.119824561,1.209122807,18.0344386,1.361184211,10.17885965
03W,0.24730962,0.995,0.003,0.002,B109,2.64,315.530303,23.57,132.182,17.64,83.3,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.42,390.661157,27.202,121.958,16.1,94.54,0.119824561,1.810122807,5.856438597,0.728815789,0.268859649
03W,1.57086564,0.061,0.847,0.092,B115,2.66,156.5413534,23.228,135.758,17.74,41.64,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.94,741.5646259,26.632,187.5875,33.1,218.02,0.129824561,1.981122807,7.644438597,0.678815789,21.09885965
03W,0.7873344,0.998,0.001,0.001,B14A,2.675,229.9065421,20.49,166.8875,21.5,61.5,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.98,424.8322148,27.048,169.346,28.16,126.6,0.137324561,3.350122807,23.2091886,1.201184211,11.16885965
03W,1.23053983,0.233,0.756,0.011,B164,1.96,346.2244898,21.774,142.464,13.44,67.86,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.96,626.6216216,26.28,182.314,28.38,185.48,0.220175439,2.708122807,10.9974386,2.828815789,7.988859649
03W,1.68527599,0.007,0.988,0.005,B2,2.9,173.4482759,23.65,129.25,28.3,50.3,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.1,536.5806452,28.924,161.164,35.38,166.34,0.249824561,1.770122807,4.390438597,4.601184211,16.76885965
03W,0.98082925,0.997,0.002,0.001,B37,2.8,96.07142857,21.02666667,111.74,13.36666667,26.9,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.933333333,631.5909093,27.02666667,173.32,35.26666667,185.2666667,0.199824561,3.081789472,4.364561403,2.865482454,28.46885965
03W,1.1927995,0.214,0.784,0.002,B46,2.1,121.7142857,24.578,141.12,24.18,25.56,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.3,692,28.896,170.036,30.28,159.16,0.150175439,1.306122807,10.3254386,2.541184211,29.13885965
03W,1.35314215,0.002,0.996,0.002,B57,2.52,246.7460317,26.142,116.88,19.82,62.18,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.56,751.40625,29.856,169.744,26.52,192.36,0.059824561,0.524122807,1.794561403,0.361184211,10.82885965
03W,0.86859586,0.988,0.002,0.01,B64,2.42,253.9669421,22.472,148.8,21.56,61.46,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.92,570.2739726,28.07,180.87,33.56,166.52,0.009824561,2.359122807,14.1654386,1.231184211,11.18885965
03W,0.82507472,0.998,0.001,0.001,B68,2.175,141.2643678,25.1625,160.605,22.575,30.725,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.62,570,28.022,159.968,25.48,149.34,0.112675439,1.013872807,20.0679386,1.738684211,26.55635965
03W,0.02849196,0.999,0.001,1.10E-16,B73Htrhm,1.96,371.9387755,27.13,133.096,20.44,72.9,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.48,291.1290323,28.682,113.944,16.34,72.2,0.220175439,0.030122807,6.313438597,0.671184211,5.468859649
03W,1.42058343,0.005,0.993,0.002,B75,3,303.0666667,23.488,127.018,19.26,90.92,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.36,620.1190476,26.498,187.464,32.86,208.36,0.299824561,1.851122807,3.274438597,0.081184211,3.541140351
03W,1.12134054,0.912,0.087,0.001,B76,2.56,171.328125,24.558,102.916,14.58,43.86,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.2,533.0625,27.218,165.044,31.24,170.58,0.079824561,1.316122807,8.776561403,2.258815789,19.98885965
03W,1.46821148,0.083,0.915,0.002,B77,1.82,287.5824176,18.464,139.872,7.04,52.34,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.5,674.8,27.28,176.626,23.36,168.7,0.290175439,4.363122807,9.701438597,6.028815789,15.74885965
03W,1.12134054,0.305,0.693,0.002,B79,2.52,230.2380952,25.874,112.196,15.8,58.02,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.94,556.5986395,28.926,162.15,30.58,163.64,0.059824561,0.658122807,4.136561403,1.648815789,12.90885965
03W,0.60707257,0.996,0.003,0.001,B84,2.78,311.294964,25.056,146.934,25.62,86.54,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.6,457.7692308,26.072,141.298,25.08,119.02,0.189824561,1.067122807,13.2324386,3.261184211,1.351140351
03W,1.5182219,0.016,0.981,0.003,B97,3.46,289.7109827,23.342,136.714,19.4,100.24,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.42,651.6959064,28.218,185.776,36.3,222.88,0.529824561,1.924122807,8.122438597,0.151184211,8.201140351
03W,1.78058617,0.004,0.993,0.003,CH701-30,2.88,320.4166667,20.814,150.8,15.8,92.28,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.82,685.6028369,25.874,180.506,30.9,193.34,0.239824561,3.188122807,15.1654386,1.648815789,4.221140351
03W,1.5182219,0.003,0.992,0.005,CH9,2.64,150.6060606,25.836,99.458,16.64,39.76,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.68,637.6865672,28.112,155.53,25.78,170.9,0.119824561,0.677122807,10.5055614,1.228815789,22.03885965
03W,1.68527599,0.006,0.992,0.002,CI187-2,2.125,112.5882353,20.97,113.48,9.825,23.925,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.2,561.625,26.992,172.626,29.5,179.72,0.137675439,3.110122807,3.494561403,4.636315789,29.95635965
03W,1.5182219,0.119,0.866,0.015,CI21E,2.275,97.69230769,24.0575,111.1225,12.725,22.225,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.14,621.1464968,28.682,178.392,36.1,195.04,0.062675439,1.566372807,4.673311403,3.186315789,30.80635965
03W,1.71604765,0.004,0.749,0.247,CI28A,2.76,111.9565217,23.27,112.256,18.16,30.9,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.04,606.25,26.642,171.528,35.96,184.3,0.179824561,1.960122807,4.106561403,0.468815789,26.46885965
03W,1.65542303,0.002,0.994,0.004,CI31A,2.05,88.29268293,19.7825,82.1775,8.175,18.1,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.86,724.0559441,26.998,185.484,36.26,207.08,0.175175439,3.703872807,19.1458114,5.461315789,32.86885965
03W,1.46821148,0.083,0.905,0.012,CI3A,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.56,720.9375,30.784,171.916,36.98,184.56,.,.,.,.,.
03W,1.78058617,0.011,0.988,0.001,CI44,2.44,231.8852459,26.98,103.052,12.82,56.58,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.5,621.84,29.122,167.328,28.42,155.46,0.019824561,0.105122807,8.708561403,3.138815789,13.62885965
03W,1.74779635,0.012,0.986,0.002,CI64,2.34,235.042735,26.658,110.976,16,55,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3,612,29.33,176.848,32.28,183.6,0.030175439,0.266122807,4.746561403,1.548815789,14.41885965
03W,1.4929041,0.011,0.935,0.054,CI66,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.14,571.3375796,29.162,153.526,32.28,179.4,.,.,.,.,.
03W,1.84957904,0.004,0.994,0.002,CI7,2.466666667,183.1081081,29,121.0633333,24.5,45.16666667,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.15,968.8372093,28.7975,185.9925,35.1,208.3,0.033157895,0.904877193,0.297105247,2.701184211,19.33552631
03W,1.88594668,0.003,0.737,0.26,CI90C,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.26,745.3982301,28.454,173.482,33.72,168.46,.,.,.,.,.
03W,1.71604765,0.002,0.997,0.001,CI91B,2.325,243.9569892,23.99,142.608,15.3,56.72,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,.,.,.,.,.,.,.,.,.,.,.
03W,0.89132411,0.997,0.002,0.001,CM174,2.5,275.76,24.576,130.404,17.92,68.94,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.82,580.9219858,27.054,169.17,27.76,163.82,0.049824561,1.307122807,4.967438597,0.588815789,7.448859649
03W,1.71604765,0.013,0.969,0.018,CM37,1.6,137.5,19.705,180.905,12.65,22,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.05,688.1147541,29.4375,233.7175,36.425,209.875,0.400175439,3.742622807,30.2179386,3.223815789,30.91885965
03W,1.1927995,0.059,0.939,0.002,CM7,2.48,184.4354839,22.464,103.194,7.3,45.74,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.02,390.4635762,26.61,135.872,19.1,117.92,0.039824561,2.363122807,8.637561403,5.898815789,19.04885965
03W,1.67397643,0.002,0.002,0.996,CML10,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.52,384.6031746,26.73,154.718,30.04,96.92,.,.,.,.,.
03W,2.0907411,0.003,0.005,0.992,CML103,1.966666667,84.57627116,24.73,124.2933333,19.4,16.63333333,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.9,598.9655172,26.164,172.066,32.26,173.7,0.216842105,1.230122807,1.912105247,0.151184211,33.60219298
03W,1.88594668,0.002,0.099,0.899,CML108,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.4,811,32.848,176.968,42.18,194.64,.,.,.,.,.
03W,1.74779635,0.003,0.002,0.995,CML11,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.62,674.8091603,27.214,192.428,33.16,176.8,.,.,.,.,.
03W,2.23734457,0.001,0.001,0.998,CML14,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.35,450,28.665,148.095,32.85,105.75,.,.,.,.,.
03W,1.59826461,0.002,0.005,0.993,CML154Q,2.04,115.5882353,31.652,169.282,44.98,23.58,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3,729,31.806,191.386,48.58,218.7,0.180175439,2.230877193,24.4064386,12.94118421,30.12885965
03W,1.78058617,0.004,0.018,0.978,CML157Q,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.96,658.5135135,28.542,168.408,34.44,194.92,.,.,.,.,.
03W,1.71604765,0.01,0.018,0.972,CML158Q,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.6,679.2307692,31.75,170.8166667,43.5,176.6,.,.,.,.,.
03W,1.78058617,0.01,0.301,0.689,CML218,1.9,63.50877195,22.78666667,116.2866667,13.43333333,12.06666667,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.94,506.3945578,26.326,165.492,27.76,148.88,0.250175439,2.201789472,2.091228053,2.832149124,35.88552631
03W,1.54419739,0.059,0.053,0.888,CML220,2.8,115.1428571,25.99,127.36,17.48,32.24,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.3,502,29.39,155.964,32.86,165.66,0.199824561,0.600122807,3.445438597,0.808815789,25.79885965
03W,2.13726111,0.003,0.002,0.995,CML228,2.2,35.90909091,22.255,122.885,13.05,7.9,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,.,.,.,.,.,.,.,.,.,.,.
03W,1.81448772,0.001,0.004,0.995,CML238,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.02,432.2516556,30.004,142.644,25.46,130.54,.,.,.,.,.
03W,1.92368701,0.003,0.006,0.991,CML247,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.46,647.6422764,30.374,160.048,31.92,159.32,.,.,.,.,.
03W,2.16332303,0.001,0.002,0.997,CML258,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.32,630.6034483,28.288,171.496,26.42,146.3,.,.,.,.,.
03W,1.44411393,0.016,0.004,0.98,CML261,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.566666667,516.2337662,29.58,165.2933333,34.16666667,132.5,.,.,.,.,.
03W,2.29141179,0.002,0.001,0.997,CML264,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,.,.,.,.,.,.,.,.,.,.,.
03W,2.18605128,0.001,0.004,0.995,CML277,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.48,520.1612903,29.806,154.692,31.74,129,.,.,.,.,.
03W,1.96290773,0.023,0.046,0.931,CML281,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,.,.,.,.,.,.,.,.,.,.,.
03W,2.18605128,0.004,0.022,0.974,CML287,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.48,251.4516129,27.642,178.556,36,62.36,.,.,.,.,.
03W,1.88594668,0.004,0.114,0.882,CML311,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.2,706.7272727,29.866,175.182,36.76,155.48,.,.,.,.,.
03W,1.84957904,0.003,0.002,0.995,CML314,2.5,261.6,25.85,129.62,23.3,65.4,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.12,567.7564103,27.492,160.406,29.42,177.14,0.049824561,0.670122807,4.575438597,2.101184211,9.218859649
03W,1.96290773,0.027,0.008,0.965,CML321,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.6,624.6923077,29.844,181.11,39.5,162.42,.,.,.,.,.
03W,2.00372972,0.01,0.005,0.985,CML322,1.8,33.14814815,23.91,108.5533333,15,5.966666667,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.74,651.459854,25.748,169.012,36.12,178.5,0.300175439,1.640122807,5.957894753,2.048815789,38.93552632
03W,1.68527599,0.007,0.34,0.653,CML323,1.88,97.0212766,26.92,133.076,23.94,18.24,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.98,580.4697987,28.952,172.498,30.5,172.98,0.260175439,0.135122807,6.303438597,2.421184211,32.79885965
03W,1.57086564,0.002,0.357,0.641,CML328,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.68,642.0895522,28.65,191.962,39.42,172.08,.,.,.,.,.
03W,2.18605128,0.002,0.003,0.995,CML331,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.14,337.133758,28.054,171.408,35.84,105.86,.,.,.,.,.
03W,2.40919483,0.002,0.003,0.995,CML332,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.38,495.0420168,26.606,147.864,26.76,117.82,.,.,.,.,.
03W,1.92368701,0.013,0.029,0.958,CML333,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.2,595.5,30.31,194.01,48.08,190.56,.,.,.,.,.
03W,2.04628933,0.002,0.004,0.994,CML341,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.84,422.6760563,29.174,147.228,29.86,120.04,.,.,.,.,.
03W,2.18605128,0.006,0.165,0.829,CML349,1.9,67.36842105,23.99,109.66,11.1,12.8,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.04,439.2105263,26.35,152.696,24.78,133.52,0.250175439,1.600122807,5.404561403,3.998815789,35.51885965
03W,2.13726111,0.001,0.002,0.997,CML38,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.4,660,30.73,171.59,32.9,158.4,.,.,.,.,.
03W,2.50843715,0.001,0.034,0.965,CML5,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.733333333,92.07317076,24.58333333,163.47,22.26666667,25.16666667,.,.,.,.,.
03W,2.0907411,0.002,0.01,0.988,CML52,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.68,514.1791045,26.194,162.58,29.06,137.8,.,.,.,.,.
03W,2.04628933,0.006,0.028,0.966,CML69,1.9,45.78947368,23.06,107.16,14.2,8.7,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.86,601.7482517,28.058,182.702,37.14,172.1,0.250175439,2.065122807,6.654561403,2.448815789,37.56885965
03W,1.62643549,0.005,0.302,0.693,CML77,2.22,40.54054054,20.658,90.7,9.72,9,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.68,609.0298507,30.286,148.204,30.52,163.22,0.090175439,3.266122807,14.8845614,4.688815789,37.41885965
03W,1.88594668,0.014,0.001,0.985,CML9,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,.,.,.,.,.,.,.,.,.,.,.
03W,1.81448772,0.015,0.218,0.767,CML91,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.84,648.2394366,29.936,173.446,34.8,184.1,.,.,.,.,.
03W,1.39759392,0.096,0.275,0.629,CML92,1.925,247.1428571,26.6975,129.31,17.525,47.575,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.94,699.1836735,28.466,188.868,32.76,205.56,0.237675439,0.246372807,4.420438597,0.786315789,18.13135965
03W,1.54419739,0.147,0.847,0.006,CMV3,1.74,237.7011494,23.92,118.554,11.42,41.36,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.3,497.826087,27.486,138.898,17.02,114.5,0.330175439,1.635122807,0.957561403,3.838815789,21.23885965
03W,1.57086564,0.013,0.928,0.059,CO109,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.9,755.3793103,27.46,172.554,29.2,219.06,.,.,.,.,.
03W,1.76928661,0.009,0.647,0.344,CO255,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.84,507.7464789,26.946,169.89,24.3,144.2,.,.,.,.,.
03W,1.52146914,0.004,0.614,0.382,D940Y,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.9,612.0689655,28.53,185.23,43,177.5,.,.,.,.,.
03W,1.44411393,0.018,0.98,0.002,DE1,3.025,335.2892562,28.0675,155.165,26,101.425,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.98,433.0201342,28.778,135.688,22.32,129.04,0.312324561,0.438627193,17.3479386,3.451184211,8.793640351
03W,1.39759392,0.02,0.979,0.001,DE2,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.2,566.875,30.368,157.232,34.12,181.4,.,.,.,.,.
03W,1.00739628,0.779,0.218,0.003,DE811,2.375,336,21.3875,136.335,12.825,79.8,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.62,633.9694656,26.474,163.264,23.76,166.1,0.012675439,2.901372807,7.932938597,3.136315789,2.018859649
03W,1.71604765,0.006,0.923,0.071,E2558W,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.06,696.6666667,26.146,194.462,32.28,213.18,.,.,.,.,.
03W,2.04628933,0.001,0.461,0.538,EP1,2.08,172.7884615,23.134,101.032,9.16,35.94,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.44,361.6860465,27.32,135.834,19.72,124.42,0.160175439,2.028122807,9.718561403,4.968815789,23.94885965
03W,2.04628933,0.002,0.534,0.464,F2,1.56,232.8205128,18.708,118.752,6.18,36.32,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.66,551.2030075,26.31,162.682,19.04,146.62,0.420175439,4.241122807,0.858561403,6.458815789,23.75885965
03W,1.54419739,0.026,0.421,0.553,F2834T,3.1,73.01075268,20.35,114.1833333,11,22.63333333,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.2,553.9375,25.824,182.294,33.62,177.26,0.349824561,3.420122807,3.142894753,4.048815789,30.60219298
03W,1.78058617,0.01,0.62,0.37,F44,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,1.92,669.375,24.742,143.47,17.64,128.52,.,.,.,.,.
03W,1.84957904,0.005,0.745,0.25,F6,1.95,23.07692308,16.83,98.27,7.55,4.5,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.62,567.6335878,24.38,156.932,23.2,148.72,0.225175439,5.180122807,11.0995614,5.773815789,39.66885965
03W,2.00372972,0.004,0.979,0.017,GA209,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.04,475.1973684,26.606,162.1,27.32,144.46,.,.,.,.,.
03W,1.92368701,0.008,0.839,0.153,GT112,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.62,565.3435115,27.746,148.82,32.16,148.12,.,.,.,.,.
03W,1.03864882,0.753,0.209,0.038,H105W,2.1,234.2857143,29.77,154.11,28,49.2,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.26,549.202454,30.282,175.766,36.3,179.04,0.150175439,1.289877193,16.8204386,4.451184211,17.31885965
03W,1.23053983,0.714,0.281,0.005,H84,2.88,224.1666667,21.638,116.81,19.16,64.56,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.52,656.4285714,25.76,155.004,29.96,165.42,0.239824561,2.776122807,1.829561403,0.031184211,9.638859649
03W,0.79975692,0.997,0.002,0.001,H91,2.733333333,209.6341464,20.58666667,150.2666667,17.96666667,57.3,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.25,530,27.1,187.555,32.5,172.25,0.166491228,3.301789472,14.89877195,0.565482454,13.26885965
03W,1.84957904,0.001,0.898,0.101,H95,2.433333333,312.6027398,27.43,127.3666667,15.76666667,76.06666667,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.92,716.369863,30.078,182.46,36.56,209.18,0.016491228,0.119877193,3.448771947,1.665482454,3.885526314
03W,1.84957904,0.001,0.997,0.002,H99,2.56,187.03125,22.08,138.192,16.26,47.88,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.9,531.1724138,26.906,151.726,22.96,154.04,0.079824561,2.555122807,8.861438597,1.418815789,17.97885965
03W,1.5182219,0.207,0.019,0.774,Hi27,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,.,.,.,.,.,.,.,.,.,.,.
03W,1.65542303,0,0,0,HP301,0.94,152.7659574,19.602,128.568,11.8,14.36,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.28,654.9122807,24.56,186.782,30.24,149.32,0.730175439,3.794122807,4.049438597,3.648815789,34.73885965
03W,1.65542303,0.079,0.898,0.023,Hy,2.7,246.2962963,27.322,115.236,18.1,66.5,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.14,637.5796178,29.042,174.45,37.74,200.2,0.149824561,0.065877193,2.616561403,0.498815789,8.668859649
03W,1.78058617,0.002,0.539,0.459,I137TN,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3.56,501.1797753,26.242,168.892,28.28,178.42,.,.,.,.,.
03W,1.23053983,0.23,0.767,0.003,I205,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.98,606.1073826,28.052,153.128,26.76,180.62,.,.,.,.,.
03W,1.96290773,0,0,0,I29,0.775,253.2258065,20.66,90.1875,9.5,19.625,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.42,533.6363636,25.732,156.638,27.68,129.14,0.812675439,3.265122807,15.1408114,4.798815789,32.10635965
03W,1.96290773,0,0,0,IA2132,1.366666667,206.5853658,17.82666667,104.6766667,5.533333333,28.23333333,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.3,747.826087,26.416,172.8,29.44,172,0.516842105,4.681789472,7.896228053,6.782149123,27.80219298
03W,1.78058617,0,0,0,Ia5125,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.34,590,30.64,157.894,20.76,138.06,.,.,.,.,.
03W,1.54419739,0,0,0,IDS28,1.25,199.6,18.89,99.845,7.975,24.95,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.02,669.1089109,27.44,170.102,26.24,135.16,0.575175439,4.150122807,10.3120614,5.561315789,29.44385965
03W,1.78058617,0,0,0,IDS69,0.9,234.4444444,14.76333333,115.36,5.266666667,21.1,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.6,571.2307692,24.774,183.72,26.66,148.52,0.750175439,6.213456142,2.554561403,6.915482456,31.36885965
03W,1.65542303,0,0,0,IDS91,1.18,271.5254237,19.234,138.328,11.84,32.04,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.7,588.2222222,25.178,182.496,30.44,158.82,0.610175439,3.978122807,8.929438597,3.628815789,25.89885965
03W,1.78058617,0,0,0,Il101t,1.82,172.3076923,20.788,107.198,7.6,31.36,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.76,586.5942029,24.534,180.214,22.96,161.9,0.290175439,3.201122807,6.635561403,5.748815789,26.23885965
03W,1.65542303,0,0,0,IL14H,2.66,211.0526316,24.194,115.15,10.72,56.14,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,3,572.7333333,29.916,167.296,29.02,171.82,0.129824561,1.498122807,2.659561403,4.188815789,13.84885965
03W,1.44411393,0,0,0,IL677A,.,.,.,.,.,.,2.400350877,349.2727672,27.19024561,120.4691228,19.09763158,83.8377193,2.02,550.0990099,30.344,150.182,18.46,111.12,.,.,.,.,.
