"","pop 1","pop 2","pop 3"
"101",0.283227118694136,0.424338813546645,0.545069614912238
"102",0.0793440062488006,0.0889317764178925,0.183829918825112
"103",0.0664405032060449,0.0709785358374838,0.0824569137082607
"104",0.210018344205363,0.258686273468498,0.209758569287
"105",0.133223265381956,0.183479134254763,0.128555112002041
"106",0.198641775704185,0.250636212065275,0.368871928283573
"107",0.278764224064045,0.341550658202622,0.537566717899705
"108",0.17620282424947,0.247284246291258,0.265209796650071
"109",0.384060428566467,0.50198042748005,0.653885800415033
"110",0.0203101732821601,0.0141074859093435,0.00799673202614379
"111",0.0506999190471036,0.0142575089933961,0.0310549434790921
"112",0.369791927155891,0.344850626248221,0.367940225826488
"113",0.350301103194947,0.388850340704864,0.787206942680308
"114",0.0532219178259451,0.0478383487432863,0.200584730494873
"115",0.0560926084468582,0.0414713290788565,0.0784685045135875
"116",0.0543460060909205,0.0354147284424537,0.0542853789955423
"117",0.0548083094598485,0.033889228589298,0.136593813605931
"118",0.180173846356312,0.17215987792556,0.484611007081735
"119",0.0986634734152705,0.117332748489148,0.356722326090739
"120",0.0629262601874763,0.0620991722455023,0.207227982023821
"121",0.0377231290456563,0.0291018916840134,0.165875361581696
"122",0.127881210153804,0.177072876738908,0.416867846691336
"123",0.23452812236087,0.271639997038626,0.552782297509006
"124",0.0459234701454011,0.0437306197549727,0.0824553645663428
"125",0.023610292141581,0.0235699270583333,0.0455263156771717
"126",0.0307181462228081,0.0291022787113155,0.0716016744769446
"127",0.0604003300974473,0.0542512310926752,0.121340488023433
"128",0.104317279979331,0.129185915639338,0.236950056475654
"129",0.058200422566077,0.0582330209989113,0.205356265418085
"130",0.15575773323764,0.189024953494852,0.410954907795159
"131",0.317840111644839,0.347453166736067,0.491110163586449
"132",0.388717413364003,0.387695718098793,0.516277379244754
"133",0.488861996308787,0.460798072994131,0.581391160667172
"134",0.584706215733972,0.552924395897245,0.665666797067274
"135",0.399337914898602,0.372461345182651,0.521541172365677
"136",0.140216324536661,0.129229849184314,0.295463617267158
"137",0.0677814717713867,0.0569518750716048,0.246851729734987
"138",0.106923284116873,0.107811115794522,0.251842701927331
"139",0.404605362269195,0.377674074059825,0.554421980715517
"140",0.189299132530888,0.177773849370585,0.279481415467095
"141",0.166306791816202,0.161373286120879,0.313578032805386
"142",0.0801404559927119,0.0642981634900182,0.178322067402474
"143",0.0165330876789594,0.0103411539452374,0.014165161686421
"144",0.00663951260777314,0,0.00135384615384615
"145",0.0877864595598551,0.0815311726576504,0.254358553815029
"146",0.0716608654742855,0.0768134406587128,0.223765191944277
"147",0.093549798853955,0.0786630493731265,0.229788918992862
"148",0.261464888006047,0.258737029673924,0.443587293277518
"149",0.13548997335084,0.116817020041073,0.211381683918143
"150",0.0632171272064685,0.0304204742663149,0.0442681957754487
"151",0.108874352655609,0.0931314620756474,0.173529729748759
"152",0.0911843356232733,0.0704893496705867,0.0857248184671469
"153",0.139112004236634,0.137283604825542,0.243846259411495
"154",0.0914635252570783,0.0800334317228154,0.219653625942745
"155",0.0745269027851388,0.0783272424930055,0.189734253707359
"156",0.174541364054618,0.159439405674777,0.256820152901108
"157",0.336974271743116,0.310252194839923,0.4250161961564
"158",0.0568160899669614,0.0491782139173139,0.0607841699536711
"159",0.0505020347955524,0.0449174538600827,0.0810617754310529
"160",0.194614732117764,0.187737031437953,0.412607701836779
"161",0.070813559150594,0.0598518503277787,0.114025703178433
"162",0.137413593357784,0.120653944914146,0.387939994301555
"163",0.0668414764586211,0.0556898505563907,0.143777735797875
"164",0.165117751218067,0.142254381517242,0.22225793830468
"165",0.474102440310786,0.473511658089197,0.643906144812512
"166",0.205481355256292,0.179956040354839,0.237374029174808
"167",0.028890714698921,0.00929959410058834,0.0278864144938061
"168",0.143268430712276,0.161144489780211,0.224468717748206
"169",0.162221944704258,0.172952142062217,0.249974747144392
"170",0.245654172872956,0.287567474033579,0.324181721040615
"171",0.0966118815915104,0.0931894074992005,0.107728686500908
"172",0.213714306364611,0.237738858264428,0.2974019821474
"173",0.495376793294297,0.226371728768427,0.83908306383705
"174",0.0734205129719275,0.0696282557485332,0.149260375024495
"175",0.0888238617466518,0.0723623590251123,0.13079270432151
"176",0.283554917106506,0.314873397440675,0.432394345823426
"177",0.10119462573978,0.101461933425386,0.12149728823646
"178",0.164457305621385,0.0629376074618436,0.311631746998262
"179",0.692138682585772,0.639361271696001,0.730128229270093
"180",0.102244095379348,0.14585402718302,0.0976794287410331
"181",0.0622231061264462,0.0631655541465794,0.0638857838787859
"182",0.073612816283051,0.0533304909029367,0.0670386085015021
"183",0.455210970429405,0.428688588816424,0.582755196849867
"184",0.188257997578102,0.168431541356055,0.170598181635403
"185",0.0957050220892656,0.0913206680017916,0.101892980191576
"186",0.811551478033123,0.820125419774962,0.785117705468309
"187",0.0792308106065005,0.072591179756844,0.104737823974155
"188",0.0933541839573422,0.16630683741108,0.270408734897536
"189",0.104167881570412,0.126184285551718,0.136848587845739
"190",0.127431168116106,0.0897663206327939,0.149071737024915
"191",0.108543768600602,0.0715273936744422,0.140523405387993
"192",0.358105522588284,0.354163116900896,0.419413463930786
"193",0.0490456959156193,0.054105376541382,0.0113705364899038
"194",0.0652133457790851,0.0483613653886234,0.0466489882831715
"195",0.0740592148239414,0.0667575642960419,0.0592180367580461
"196",0.071227142457838,0.051354138122682,0.0821360771502724
"197",0.543659788734271,0.552999259397109,0.623153924325884
"198",0.111367998323567,0.0663084298424687,0.132417714637527
"199",0.677337203289261,0.687466383527348,0.712854670962606
"200",0.450498263421306,0.448411479811938,0.477670277400893
